Q_solar,Q_design,mode,Q_to_pb,Q_to_storage,Q_from_storage,m_dot_charge,m_dot_discharge,Q_defocus,tank_soc,hour,day_of_year,DNI,T_amb,Q_sg_oil,m_oil_field,T_sg_oil_in,m_steam,m_orc,Q_nuclear_condenser,Q_orc_condenser,T_orc_live,P_turbine,P_pumps,P_net,efficiency,solar_efficiency,ex_nuclear,ex_solar,efficiency_II
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,222,0.0,27.35,0.0,1.0,567.279923475184,1445.0192141534708,11210.61682941886,2545018854.4754777,2259509895.6131325,362.89907080586624,1179588764.8631504,25103923.744471643,1154484841.1186788,0.33816193354384266,,1633380620.0090048,0.0,0.7068069909586132
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,223,0.0,26.49,0.0,1.0,567.279923475184,1445.01921434638,11210.616829524635,2545018854.4994907,2259509895.634452,362.89907080586624,1179588764.924609,25103923.827249113,1154484841.09736,0.3381619335375981,,1638476568.9833553,0.0,0.7046086974644359
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,223,0.0,25.36,0.0,1.0,567.279923475184,1445.0192143110876,11210.61682931321,2545018854.4514933,2259509895.591839,362.89907080586624,1179588764.8841846,25103923.744212776,1154484841.1399717,0.3381619335500796,,1645172408.9147692,0.0,0.7017409451338432
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,223,0.0,24.29,0.0,1.0,567.279923475184,1445.0192141986447,11210.616829708228,2545018854.5411696,2259509895.671455,362.89907080586624,1179588764.8880131,25103923.827656988,1154484841.0603561,0.3381619335267593,,1651512717.522391,0.0,0.6990468973150391
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,223,0.0,23.04,0.0,1.0,567.279923475184,1445.0192143463692,11210.616829610619,2545018854.5190105,2259509895.651782,362.89907080586624,1179588764.90733,25103923.827300828,1154484841.0800292,0.3381619335325218,,1658919620.1013885,0.0,0.6959257260514349
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,223,0.0,22.04,0.0,1.0,567.279923475184,1445.0192141603186,11210.616829439874,2545018854.4802485,2259509895.617368,362.89907080586624,1179588764.858222,25103923.74378052,1154484841.1144414,0.3381619335426015,,1664845142.1645865,0.0,0.6934487850403981
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,223,0.0,21.02,0.0,1.0,567.279923475184,1445.0192143042304,11210.616829206077,2545018854.427172,2259509895.570246,362.89907080586624,1179588764.9063792,25103923.744813975,1154484841.1615653,0.3381619335564046,,1670889174.6690485,0.0,0.6909404038662427
74616793.12353167,140437000.0,direct_partial,74616793.12353167,0.0,0.0,0.0,0.0,0.0,0.0,6,223,295.48703842435293,20.83,75439962.69554041,311.7978823688864,665.8498495068521,1445.0192143476281,11210.616829609608,2545018854.518781,2337315311.1523776,367.1527563207378,1177223312.1023538,25921830.131134674,1151301481.971219,0.3299387564421243,19.131186291946193,1672015023.8610563,42132393.05403561,0.6716467152184539
173411329.25441748,140437000.0,charging,140437000.0,32974329.25441748,0.0,233.65674248663308,0.0,0.0,0.02951453589304839,7,223,582.7343139944613,25.06,142346582.7179627,724.6262265759237,665.9912130180332,1445.0192141689301,11210.616829346609,2545018854.4590755,2397848462.3191886,371.5029085810261,1183596780.8743591,27008243.193454076,1156588537.680905,0.32521817285788107,10.220944380336096,1646950065.5337286,78608242.62791975,0.6702691715547391
214102549.8664209,140437000.0,charging,140437000.0,73665549.8664209,0.0,521.9955281719227,0.0,0.0,0.09545081313581757,8,223,712.7758799170493,29.36,142794051.56311375,894.660824509169,665.9917098143052,1445.019214197386,11210.616829623137,2545018854.5218525,2398253735.749799,371.53210663602806,1183638976.3726842,27455712.12248288,1156183264.2502015,0.3250633147404446,10.186372687206134,1621470320.661977,77933441.58584867,0.6803464190998973
223445875.131732,140437000.0,charging,140437000.0,83008875.13173199,0.0,588.2025138740861,0.0,0.0,0.16975007804622846,9,223,771.1695635197646,31.92,142896797.23905984,933.703363193252,665.9918234477807,1445.0192143476293,11210.616829609644,2545018854.5187893,2398346793.484774,371.5388111344365,1183648664.3134227,27558457.798196983,1156090206.5152256,0.32502776223718605,10.178465053402602,1606300984.1801906,77440248.97689024,0.686619881813734
224966777.0974966,140437000.0,charging,140437000.0,84529777.0974966,0.0,598.9796549713374,0.0,0.0,0.24541066604260794,10,223,815.5964308468866,33.72,142913522.1304755,940.0586887488679,665.9918419295442,1445.019214342697,11210.616829613773,2545018854.5197268,2398361941.406891,371.539902495771,1183650241.2827022,27575182.689594664,1156075058.5931075,0.32502197520412474,10.177178928255483,1595635044.466434,77063057.0420179,0.6911438815830245
219151842.53611672,140437000.0,charging,140437000.0,78714842.53611672,0.0,557.7749148566331,0.0,0.0,0.31586644476134057,11,223,825.3000262252257,35.1,142849577.08252805,915.7600797299739,665.9917712440448,1445.0192143042425,11210.616829206132,2545018854.4271846,2398304025.6209693,371.53572985359165,1183644211.9381983,27511237.55916649,1156132974.379032,0.325044101338505,10.18209785514294,1587457824.0192208,76732570.78162923,0.6947119620392855
216226389.28255615,140437000.0,charging,140437000.0,75789389.28255615,0.0,537.0450958434894,0.0,0.0,0.38370372002578135,12,223,817.8287812436515,36.01,142817406.77233803,903.5356180338147,665.9917356587655,1445.0192141639989,11210.616829436747,2545018854.4795384,2398274888.721842,371.5336306356847,1183641178.5260904,27479067.24793013,1156162111.2781603,0.32505523310720885,10.18457419745288,1582065598.9417107,76520143.43758857,0.6970770830452246
232185456.73250136,140437000.0,charging,140437000.0,91748456.73250136,0.0,650.1313601525383,0.0,0.0,0.4658255760450493,13,223,845.4780312646234,36.5,142992903.73150977,970.2230650169238,665.9919295909501,1445.0192143061374,11210.616829231161,2545018854.4328666,2398433838.23968,371.5450824648233,1183657725.9677296,27654564.207407072,1156003161.7603226,0.3249945088581994,10.171078675122118,1579162093.1307435,76508986.02449305,0.6982082228253593
250447810.71138638,140437000.0,charging,140437000.0,110010810.71138638,0.0,779.5387578867142,0.0,0.0,0.5642936296728448,14,223,858.2632849960625,36.6,143193729.22464594,1046.5351532121429,665.9921509300242,1445.0192143042368,11210.616829292168,2545018854.4467163,2398615729.1981125,371.55818731413956,1183676660.50324,27855389.70135216,1155821270.801888,0.3249250276435801,10.155675987361738,1578569540.9244237,76594959.90672588,0.6983120228965074
252519431.10413295,140437000.0,charging,140437000.0,112082431.10413295,0.0,794.2183005364922,0.0,0.0,0.6646159413195596,15,223,818.1172209769102,36.46,143216510.19731796,1055.1917414209329,665.9921759988495,1445.0192141603252,11210.616829439967,2545018854.4802694,2398636362.399733,371.55967390045294,1183678808.2732031,27878170.672937512,1155800637.6002655,0.3249171463943738,10.153931484764298,1579399114.0132716,76637253.98355097,0.6979319174000671
227435729.8282187,140437000.0,charging,140437000.0,86998729.8282187,0.0,616.4747023447944,0.0,0.0,0.7424864300367968,16,223,725.5211752845889,35.9,142940672.44471547,950.3755919670693,665.9918719226785,1445.01921430246,11210.616829234326,2545018854.433585,2398386531.690025,371.5416741587941,1183652801.2305982,27602332.92064413,1156050468.3099542,0.3250125809704301,10.17509174103744,1582717406.3686626,76609810.64079227,0.6966983102907586
204645567.79672608,140437000.0,charging,140437000.0,64208567.79672608,0.0,454.9831681293492,0.0,0.0,0.7999579881162936,17,223,658.5077342976938,35.12,142690056.03822887,855.1433531800312,665.9915946321569,1445.0192141534778,11210.616829418906,2545018854.475488,2398159546.269469,371.52532064914715,1183629170.2450562,27351716.514520988,1156277453.7305353,0.32509930174194157,10.194388106046722,1587339313.577957,76642580.47031285,0.694885838521626
131275595.24071562,140437000.0,direct_plus_discharge,140437000.0,0.0,9161404.759284377,0.0,64.91789343582026,0.0,0.7917578331559795,18,223,459.082031740249,34.05,141996050.87944776,548.5555045900487,665.265312054441,1445.0192143024633,11210.616829234337,2545018854.433588,2397530988.8402615,371.4800367083134,1183563722.5150964,26657711.35535905,1156906011.1597373,0.3253395095513726,10.248178810411309,1593679622.1855786,76426441.22182491,0.6927140955343764
0.0,140437000.0,discharging,140437000.0,0.0,140437000.0,0.0,995.1393307022093,0.0,0.6660560229620163,19,223,0.0,32.53,142209441.5168373,1.0,654.15,1445.0192143061454,11210.616829317225,2545018854.452405,2397724254.3840547,371.4939601536505,1183583847.6087558,26871101.992811058,1156712745.6159449,0.32526564158790655,10.231583528026563,1602686415.7216399,75755903.210842,0.6891584730487694
