Q_solar,Q_design,mode,Q_to_pb,Q_to_storage,Q_from_storage,m_dot_charge,m_dot_discharge,Q_defocus,tank_soc,hour,day_of_year,DNI,T_amb,Q_sg_oil,m_oil_field,T_sg_oil_in,m_steam,m_orc,Q_nuclear_condenser,Q_orc_condenser,T_orc_live,P_turbine,P_pumps,P_net,efficiency,solar_efficiency,ex_nuclear,ex_solar,efficiency_II
0.0,93624666.66666667,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,222,0.0,27.35,0.0,1.0,567.279923475184,1445.0192141534708,11210.61682941886,2545018854.4754777,2259509895.613098,362.89907080586624,1179588764.8631454,25103923.744471643,1154484841.1186738,0.33816193354384116,,1633380620.0090048,0.0,0.7068069909586102
0.0,93624666.66666667,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,223,0.0,26.49,0.0,1.0,567.279923475184,1445.01921434638,11210.616829524635,2545018854.4994907,2259509895.634452,362.89907080586624,1179588764.924609,25103923.827249113,1154484841.09736,0.3381619335375981,,1638476568.9833553,0.0,0.7046086974644359
0.0,93624666.66666667,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,223,0.0,25.36,0.0,1.0,567.279923475184,1445.0192143110876,11210.61682931321,2545018854.4514933,2259509895.591839,362.89907080586624,1179588764.8841846,25103923.744212776,1154484841.1399717,0.3381619335500796,,1645172408.9147692,0.0,0.7017409451338432
0.0,93624666.66666667,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,223,0.0,24.29,0.0,1.0,567.279923475184,1445.0192141986447,11210.616829708228,2545018854.5411696,2259509895.671455,362.89907080586624,1179588764.8880131,25103923.827656988,1154484841.0603561,0.3381619335267593,,1651512717.522391,0.0,0.6990468973150391
0.0,93624666.66666667,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,223,0.0,23.04,0.0,1.0,567.279923475184,1445.0192143463692,11210.616829610619,2545018854.5190105,2259509895.651782,362.89907080586624,1179588764.90733,25103923.827300828,1154484841.0800292,0.3381619335325218,,1658919620.1013885,0.0,0.6959257260514349
0.0,93624666.66666667,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,223,0.0,22.04,0.0,1.0,567.279923475184,1445.0192141603186,11210.616829439874,2545018854.4802485,2259509895.617368,362.89907080586624,1179588764.858222,25103923.74378052,1154484841.1144414,0.3381619335426015,,1664845142.1645865,0.0,0.6934487850403981
0.0,93624666.66666667,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,223,0.0,21.02,0.0,1.0,567.279923475184,1445.0192143042304,11210.616829206077,2545018854.427172,2259509895.570246,362.89907080586624,1179588764.9063792,25103923.744813975,1154484841.1615653,0.3381619335564046,,1670889174.6690485,0.0,0.6909404038662427
74616793.12353167,93624666.66666667,direct_partial,74616793.12353167,0.0,0.0,0.0,0.0,0.0,0.0,6,223,295.48703842435293,20.83,75439962.69554041,311.7978823688864,665.8498495068521,1445.0192143476281,11210.616829609608,2545018854.518781,2337315311.1523776,367.1527563207378,1177223312.1023538,25921830.131134674,1151301481.971219,0.3299387564421243,19.131186291946193,1672015023.8610563,42132393.05403561,0.6716467152184539
173411329.25441748,93624666.66666667,charging,93624666.66666667,79786662.5877508,0.0,565.3698527207029,0.0,0.0,0.07141513929103614,7,223,582.7343139944613,25.06,95534249.38465184,724.6262265759237,665.9135907596739,1445.0192141689301,11210.616829346609,2545018854.4590755,2355481762.0286274,368.4557944711762,1179151147.8315864,27008243.193454076,1152142904.6381323,0.32828940331331563,15.136197205920325,1646950065.5337286,52752019.220980786,0.6778499096824974
214102549.8664209,93624666.66666667,charging,93624666.66666667,120477883.19975422,0.0,853.7086384059925,0.0,0.0,0.17925201993179307,8,223,712.7758799170493,29.36,95981718.22980067,894.660824509169,665.914690306462,1445.019214197386,11210.616829623137,2545018854.5218525,2355886437.0183764,368.48484687614996,1179193941.7707942,27455712.12248288,1151738229.6483114,0.3281322588281659,15.061861614865034,1621470320.661977,52379391.9793698,0.6880774426461861
223445875.131732,93624666.66666667,charging,93624666.66666667,129821208.46506532,0.0,919.9156241081558,0.0,0.0,0.2954518882401917,9,223,771.1695635197646,31.92,96084463.90572657,933.703363193252,665.9149413368394,1445.0192143476293,11210.616829609644,2545018854.5187893,2355979357.386183,368.4915179660886,1179203767.0786805,27558457.798196983,1151645309.2804835,0.3280961814802113,15.044890752471462,1606300984.1801906,52066098.21945061,0.6944453501899372
224966777.0974966,93624666.66666667,charging,93624666.66666667,131342110.43082993,0.0,930.6927652054071,0.0,0.0,0.41301307963455886,10,223,815.5964308468866,33.72,96101188.79714221,940.0586887488679,665.9149821487631,1445.019214342697,11210.616829613773,2545018854.5197268,2355994482.949306,368.49260389044804,1179205366.406954,27575182.689594664,1151630183.7173593,0.32809030901812986,15.0421316773611,1595635044.466434,51815397.672546454,0.699037830978473
219151842.53611672,93624666.66666667,charging,93624666.66666667,125527175.86945005,0.0,889.4880250907029,0.0,0.0,0.5253694617512792,11,223,825.3000262252257,35.1,96037243.74919468,915.7600797299739,665.9148260341141,1445.0192143042425,11210.616829206132,2545018854.4271846,2355936652.6519265,368.48845203746856,1179199251.5739086,27511237.55916649,1151688014.0147421,0.32811276178499565,15.052685762898392,1587457824.0192208,51581888.15665722,0.7026602256548373
216226389.28255615,93624666.66666667,charging,93624666.66666667,122601722.61588947,0.0,868.7582060775591,0.0,0.0,0.6351073404137076,12,223,817.8287812436515,36.01,96005073.43900475,903.5356180338147,665.9147474154717,1445.0192141639989,11210.616829436747,2545018854.4795384,2355907558.7639055,368.4863632804985,1179196175.150694,27479067.24793013,1151717107.9027638,0.3281240578875698,15.058000764182111,1582065598.9417107,51433409.24385149,0.7050614063010996
232185456.73250136,93624666.66666667,charging,93624666.66666667,138560790.0658347,0.0,981.844470386608,0.0,0.0,0.7591297998309633,13,223,845.4780312646234,36.5,96180570.3981765,970.2230650169238,665.9151756619019,1445.0192143061374,11210.616829231161,2545018854.4328666,2356066273.6651626,368.4977580585158,1179212957.2089133,27654564.207407072,1151558393.0015063,0.328062437218402,15.029049321869293,1579162093.1307435,51456685.56676006,0.7062094513110794
