Q_solar,Q_design,mode,Q_to_pb,Q_to_storage,Q_from_storage,m_dot_charge,m_dot_discharge,Q_defocus,tank_soc,hour,day_of_year,DNI,T_amb,Q_sg_oil,m_oil_field,T_sg_oil_in,m_steam,P_turbine,P_net
209834792.80549648,140437000.0,charging,140437000.0,69397792.80549648,0.0,491.75411810756685,0.0,0.0,0.2724072619059578,16,72,753.919842667935,20.46,142747120.3505579,876.8273374567558,665.9916578555273,57.70978084318098,56079337.68694101,52973937.31208303
147212421.55390918,140437000.0,charging,140437000.0,6775421.553909183,0.0,48.01076974289188,0.0,0.0,0.2784717801892705,17,72,508.6253264438557,18.58,142058481.38308698,615.1500135220255,665.9908915038193,57.43137800188213,55808800.38947771,53395875.56258512
0.0,140437000.0,discharging,140437000.0,0.0,140437000.0,0.0,995.1393307022093,0.0,0.1527699699953072,18,72,0.0,16.35,142209441.5168376,1.0,654.15,57.49240813834591,55868106.27455571,53303380.27711031
0.0,140437000.0,discharging,140437000.0,0.0,140437000.0,0.0,995.1393307022093,0.0,0.027068159801343913,19,72,0.0,14.43,142209441.5168375,1.0,654.15,57.49240813834587,55868106.274555676,53303380.27711027
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.027068159801343913,20,72,0.0,12.94,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.027068159801343913,21,72,0.0,11.83,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.027068159801343913,22,72,0.0,10.96,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.027068159801343913,23,72,0.0,10.33,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.027068159801343913,0,73,0.0,9.27,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.027068159801343913,1,73,0.0,8.24,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.027068159801343913,2,73,0.0,7.35,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.027068159801343913,3,73,0.0,6.59,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.027068159801343913,4,73,0.0,5.75,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.027068159801343913,5,73,0.0,4.87,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.027068159801343913,6,73,0.0,4.06,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
92175911.47489311,140437000.0,direct_plus_discharge,122417092.18784907,0.0,30241180.712955974,0.0,214.28959842730598,0.0,0.0,7,73,356.50741635653515,4.45,123811826.62376182,385.1713910528524,662.8807017181189,50.054623607847,48640457.44138727,46555936.2536005
172957367.81629196,140437000.0,charging,140437000.0,32520367.816291958,0.0,230.43996285091853,0.0,0.0,0.029108205833800235,8,73,678.3757726243558,7.79,142341590.64350998,722.7292780585794,665.9912074580601,57.54583336415889,55920022.10640397,53222410.74634343
170130049.3702631,140437000.0,charging,140437000.0,29693049.3702631,0.0,210.40552900468737,0.0,0.0,0.05568574633965548,9,73,771.4989648961481,11.11,142310499.491634,710.9148879279979,665.9911728212111,57.533263838717545,55907807.70095608,53241460.709380105
155509212.65312234,140437000.0,charging,140437000.0,15072212.653122336,0.0,106.80199386080258,0.0,0.0,0.06917652451154634,10,73,827.8245834449041,13.48,142149718.64447796,649.8194463252139,665.99099346321,57.468263385956256,55844643.67077622,53339973.27679735
149591616.9181089,140437000.0,charging,140437000.0,9154616.91810891,0.0,64.86979466039593,0.0,0.0,0.07737060383707003,11,73,890.7507601911985,15.41,142084644.6631589,625.0918516155659,665.9909207551561,57.44195528817261,55819078.84142831,53379844.97224631
131752387.85134777,140437000.0,direct_plus_discharge,140437000.0,0.0,8684612.148652226,0.0,61.53933166486077,0.0,0.06959721457414025,12,73,812.6870127004358,16.79,141995285.40331054,550.5478567148327,665.3109629134236,57.4058291422336,55783973.34792118,53434596.58144364
159765062.9840579,140437000.0,charging,140437000.0,19328062.984057903,0.0,136.9590326034131,0.0,0.0,0.08689730290299244,13,73,887.3359179367854,17.66,142196518.92238376,667.6031792533736,665.9910457127293,57.48718379412081,55863029.55164792,53311298.14367239
203167776.5330627,140437000.0,charging,140437000.0,62730776.5330627,0.0,444.51151031097123,0.0,0.0,0.14304612525806248,14,73,956.5659260327214,18.15,142673805.22196174,848.9681724022852,665.9915766181216,57.68014101581784,56050535.236734346,53018858.44746206
224689563.4939553,140437000.0,charging,140437000.0,84252563.49395531,0.0,597.0153139508825,0.0,0.0,0.21845858596764767,15,73,903.6468609795257,18.16,142910473.69768882,938.9003085648667,665.9918385612095,57.77582130578206,56143512.32329575,52873848.51882299
177062825.01448748,140437000.0,charging,140437000.0,36625825.014487475,0.0,259.5313129113645,0.0,0.0,0.25124148865118845,16,73,644.1514539204504,17.56,142386737.09436387,739.884569876525,665.9912577262162,57.56408516341209,55937758.2474598,53194748.91434026
176058830.22990364,140437000.0,charging,140437000.0,35621830.22990364,0.0,252.4169862171225,0.0,0.0,0.28312573954177234,17,73,596.3329490178207,16.24,142375696.47233114,735.6892214215939,665.9912454360147,57.559621662668235,55933420.85158459,53201513.65057398
0.0,140437000.0,discharging,140437000.0,0.0,140437000.0,0.0,995.1393307022093,0.0,0.15742392934780908,18,73,0.0,14.49,142209441.51683626,1.0,654.1499999999988,57.49240813834537,55868106.27455519,53303380.277109794
0.0,140437000.0,discharging,140437000.0,0.0,140437000.0,0.0,995.1393307022093,0.0,0.0317221191538458,19,73,0.0,12.66,142209441.5168375,1.0,654.15,57.49240813834587,55868106.274555676,53303380.27711027
0.0,140437000.0,discharging,35440692.86460114,0.0,35440692.86460114,0.0,251.1334433012792,0.0,0.0,20,73,0.0,10.77,35889953.86619181,1.0,654.15,14.509584270445213,14099652.845819674,13450439.906055138
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,73,0.0,10.7,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,73,0.0,9.98,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,73,0.0,9.57,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,74,0.0,9.17,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,74,0.0,8.08,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,74,0.0,6.52,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,74,0.0,5.5,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,74,0.0,4.69,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,74,0.0,4.02,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,74,0.0,3.5,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
94913270.03147563,140437000.0,direct_partial,94913270.03147563,0.0,0.0,0.0,0.0,0.0,0.0,7,74,364.58240729307613,3.34,95959633.72121307,396.6098697852977,665.9140427628431,38.79454393365968,37698502.69870739,36117523.812178396
161799249.7135006,140437000.0,charging,140437000.0,21362249.71350059,0.0,151.37331958234967,0.0,0.0,0.0191208403682968,8,74,635.6335021106634,8.7,142218888.24857038,676.1033450743984,665.9910706745253,57.496227261389656,55871817.51873951,53297592.15944953
