Q_solar,Q_design,mode,Q_to_pb,Q_to_storage,Q_from_storage,m_dot_charge,m_dot_discharge,Q_defocus,tank_soc,hour,day_of_year,DNI,T_amb,Q_sg_oil,m_oil_field,T_sg_oil_in,m_steam,P_turbine,P_net
17304946.037155792,140437000.0,charging_only,0.0,17304946.037155792,0.0,122.62318632022233,0.0,0.0,0.02431955359759145,11,1,552.5301608721671,13.45,0.0,72.31141011327409,612.1801033767963,0.0,0.0,-192928.80638851214
23504369.207296588,140437000.0,direct_plus_discharge,50674742.834493324,0.0,27170373.62719674,0.0,192.52979931426563,0.0,0.0,12,1,739.6350927625061,14.75,51275618.61904377,98.21666462023728,659.3013606719367,20.729698125164177,20144033.19320502,19257488.071710594
29089807.32241394,140437000.0,charging_only,0.0,29089807.32241394,0.0,206.1309440466774,0.0,0.0,0.02603759293221188,13,1,672.2380446164187,15.47,0.0,121.556287022836,624.9228489068574,0.0,0.0,-322523.3034556955
54129604.14094487,140437000.0,direct_plus_discharge,83219411.4633588,0.0,29089807.32241394,0.0,206.1309440466774,0.0,0.0,14,1,682.3927144139947,15.68,84181252.55794416,226.18897486885038,661.5826288898628,34.03278205748014,33071272.301393572,31640436.32683713
52296000.04838339,140437000.0,direct_partial,52296000.04838339,0.0,0.0,0.0,0.0,0.0,0.0,15,1,463.6077870567218,15.46,52873714.7200165,218.52697481187806,665.7217100183295,21.37577613729825,20771857.91323884,19899570.51030228
92164590.44440858,140437000.0,direct_partial,92164590.44440858,0.0,0.0,0.0,0.0,0.0,0.0,16,1,532.1986696065237,14.58,93180727.74962933,385.12408436512777,665.9070047244795,37.67108831360887,36606787.46171973,35071516.94213334
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,0.0,13.37,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,0.0,11.86,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1,0.0,7.91,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,0.0,6.23,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1,0.0,5.31,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,0.0,4.83,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,1,0.0,4.85,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,5.65,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,6.52,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,6.97,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0.0,7.09,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0.0,7.36,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0.0,7.67,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,0.0,6.48,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,0.0,5.28,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
50259586.58412886,140437000.0,direct_partial,50259586.58412886,0.0,0.0,0.0,0.0,0.0,0.0,8,2,345.57194122176764,4.87,50814907.442857996,210.01750423290449,665.704352329001,20.543441891452478,19963039.155970335,19124615.69785626
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2,126.98749664742299,6.7,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
16025499.107605811,140437000.0,charging_only,0.0,16025499.107605811,0.0,113.557000335465,0.0,0.0,0.014344042147637685,10,2,365.8551598183517,10.73,0.0,66.96504200312745,610.3058844199537,0.0,0.0,-178859.12178678633
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.014344042147637685,11,2,64.36693134104279,12.27,0.0,1.0,567.2799234751841,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.014344042147637685,12,2,227.79274400278067,13.16,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.014344042147637685,13,2,79.7920026308847,13.67,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
9616765.648823671,140437000.0,charging_only,0.0,9616765.648823671,0.0,68.14458961164355,0.0,0.0,0.02295177978279266,14,2,289.3203198385196,13.93,0.0,40.18515188098383,598.5443385375348,0.0,0.0,-108384.24988759976
89956843.42943007,140437000.0,direct_plus_discharge,115599108.18585955,0.0,25642264.75642948,0.0,181.70158994710854,0.0,0.0,15,2,697.0598946512941,13.33,116911483.92677796,375.89866988052376,663.2040906631447,47.26495426945444,45929603.11966276,43965884.167407416
109346323.75778666,140437000.0,direct_partial,109346323.75778666,0.0,0.0,0.0,0.0,0.0,0.0,16,2,612.5367894530299,11.85,110551403.30285448,456.92063093701125,665.9451912163049,44.69370198744544,43430995.03554319,41610005.88411154
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2,0.0,10.36,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2,0.0,8.96,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,2,0.0,8.76,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2,0.0,8.24,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,2,0.0,7.54,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,2,0.0,6.67,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,2,0.0,5.41,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,4.57,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,4.14,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0.0,3.86,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.0,3.26,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0.0,3.13,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,0.0,2.95,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,0.0,2.79,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,0.0,2.49,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
23867387.656748246,140437000.0,charging_only,0.0,23867387.656748246,0.0,169.1247760799976,0.0,0.0,0.02136312961010496,8,3,221.52047514215872,2.56,0.0,99.73359370632753,620.1054857551256,0.0,0.0,-265093.95968462166
51852166.07398073,140437000.0,direct_plus_discharge,75719553.73072897,0.0,23867387.656748246,0.0,169.1247760799976,0.0,0.0,9,3,481.5404183635382,6.12,76590536.75808121,216.672345477741,662.0114780019305,30.964008801835163,30089199.44537703,28791511.320322122
58240502.029069535,140437000.0,direct_partial,58240502.029069535,0.0,0.0,0.0,0.0,0.0,0.0,10,3,756.5068337314639,9.49,58883586.56173544,243.36700145637698,665.7654340872232,23.805446074099713,23132883.701456167,22161743.933514047
32017795.13014959,140437000.0,charging_only,0.0,32017795.13014959,0.0,226.87872296031333,0.0,0.0,0.02865836500551326,11,3,740.9142967547699,11.05,0.0,133.79133974806473,627.2070443308318,0.0,0.0,-354721.4853585808
27844301.671315037,140437000.0,direct_plus_discharge,59862096.80146463,0.0,32017795.13014959,0.0,226.87872296031333,0.0,0.0,12,3,798.1251506280357,12.23,60571785.48235445,116.35174782683768,659.321595374782,24.487950838394504,23796106.028354667,22748956.732413545
30857378.63121221,140437000.0,charging_only,0.0,30857378.63121221,0.0,218.65598893659913,0.0,0.0,0.02761970386567568,13,3,686.3203702701423,12.98,0.0,128.94235881644536,626.3327427564602,0.0,0.0,-341960.7418140553
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.02761970386567568,14,3,61.01075304999916,13.32,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
32595316.450923417,140437000.0,direct_plus_discharge,63452695.082135625,0.0,30857378.63121221,0.0,218.65598893659913,0.0,0.0,15,3,339.25845385273726,12.99,64200005.454981305,136.20460246416735,659.9035615311155,25.95476697420827,25221481.00245006,24116496.290725145
25528293.091471657,140437000.0,charging_only,0.0,25528293.091471657,0.0,180.8939844985078,0.0,0.0,0.022849766462969406,16,3,220.93859040131827,12.17,0.0,106.67394554514725,621.7553274706129,0.0,0.0,-283358.426213245
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.022849766462969406,17,3,0.0,10.81,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.022849766462969406,18,3,0.0,9.73,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.022849766462969406,19,3,0.0,9.27,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.022849766462969406,20,3,0.0,8.51,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.022849766462969406,21,3,0.0,7.77,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.022849766462969406,22,3,0.0,7.02,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.022849766462969406,23,3,0.0,5.81,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.022849766462969406,0,4,0.0,4.7,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.022849766462969406,1,4,0.0,2.86,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.022849766462969406,2,4,0.0,1.62,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.022849766462969406,3,4,0.0,1.29,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.022849766462969406,4,4,0.0,1.32,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.022849766462969406,5,4,0.0,1.31,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.022849766462969406,6,4,0.0,1.23,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.022849766462969406,7,4,0.0,2.32,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
59598253.46113952,140437000.0,direct_plus_discharge,85126546.55261117,0.0,25528293.091471657,0.0,180.8939844985078,0.0,0.0,8,4,389.8760362501994,2.38,86103641.9219841,249.0405771165086,662.2059240042452,34.80996529327193,33826498.20022071,32369697.837346893
33113347.956307136,140437000.0,charging_only,0.0,33113347.956307136,0.0,234.64183172916577,0.0,0.0,0.02963896821842094,9,4,361.60656692939585,3.86,0.0,138.36927772850902,627.9979447161161,0.0,0.0,-366768.9430315189
67238370.03937228,140437000.0,direct_plus_discharge,100351717.99567941,0.0,33113347.956307136,0.0,234.64183172916577,0.0,0.0,10,4,839.6810750850466,6.8,101508417.47192016,280.9659932383144,661.8293270269946,41.03780525769282,39878386.37571576,38156158.03615442
39667005.65328367,140437000.0,direct_partial,39667005.65328367,0.0,0.0,0.0,0.0,0.0,0.0,11,4,837.4777931620043,9.43,40105843.15551482,165.75475633390639,665.5853105159475,16.21398325480619,15755898.368939687,15093621.151491242
28430219.94896113,140437000.0,charging_only,0.0,28430219.94896113,0.0,201.4570950086215,0.0,0.0,0.025447212001089032,12,4,801.7171108932331,11.11,0.0,118.80009853401467,624.3708001865208,0.0,0.0,-315270.0238570053
42702982.66996801,140437000.0,direct_plus_discharge,71133202.61892915,0.0,28430219.94896113,0.0,201.4570950086215,0.0,0.0,13,4,825.4263945912356,12.07,71961076.44232807,178.44105877464014,660.9597609534675,29.09241139525316,28270479.25531305,27041692.219226055
69119571.28688847,140437000.0,direct_partial,69119571.28688847,0.0,0.0,0.0,0.0,0.0,0.0,14,4,803.4388828617864,12.48,69882289.60012282,288.8268854146256,665.825973645781,28.251999814348835,27453811.367557377,26301761.284724426
86448373.08965409,140437000.0,direct_partial,86448373.08965409,0.0,0.0,0.0,0.0,0.0,0.0,15,4,669.9442168148072,12.53,87401650.9097032,361.2379805570759,665.890934871494,35.33472413975366,34336431.31927197,32896216.97196702
97377107.4457615,140437000.0,direct_partial,97377107.4457615,0.0,0.0,0.0,0.0,0.0,0.0,16,4,553.5044154465177,12.02,98450565.19819784,406.9053978576947,665.9200137160057,39.8015772754122,38677084.872960165,37055134.319471896
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,4,0.0,10.62,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,4,0.0,9.28,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,4,0.0,8.34,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,4,0.0,6.63,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,4,0.0,5.31,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,4,0.0,4.12,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,4,0.0,2.99,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0.0,2.27,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0.0,2.03,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0.0,1.81,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,0.0,1.86,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,0.0,1.72,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,0.0,1.87,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,0.0,2.13,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,0.0,1.1,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
61381371.27551155,140437000.0,direct_partial,61381371.27551155,0.0,0.0,0.0,0.0,0.0,0.0,8,5,398.1250925424931,1.36,62058994.98182459,256.4916124030961,665.7851161956538,25.089199634674276,24380368.07714143,23356998.13849815
33791467.01932991,140437000.0,charging_only,0.0,33791467.01932991,0.0,239.44699668222583,0.0,0.0,0.030245936423018,9,5,364.6488386173568,4.68,0.0,141.20290376620852,628.4715908156178,0.0,0.0,-374226.0099241689
66594281.63029921,140437000.0,direct_plus_discharge,100385748.64962912,0.0,33791467.01932991,0.0,239.44699668222583,0.0,0.0,10,5,830.2645674743617,7.77,101543911.050197,278.2745695842061,661.7462248101561,41.05215459530934,39892330.30926958,38168441.30176222
39110044.729839236,140437000.0,direct_partial,39110044.729839236,0.0,0.0,0.0,0.0,0.0,0.0,11,5,824.6230737373091,9.72,39542757.50399625,163.42740843777403,665.5772663027911,15.986339086116313,15534685.707634125,14881670.309708506
28193849.339101415,140437000.0,charging_only,0.0,28193849.339101415,0.0,199.78216824079345,0.0,0.0,0.025235642304100227,12,5,791.3024765383902,11.02,0.0,117.81238715533763,624.1693502976711,0.0,0.0,-312670.72891704354
43752300.46004085,140437000.0,direct_plus_discharge,71946149.79914227,0.0,28193849.339101415,0.0,199.78216824079345,0.0,0.0,13,5,830.3206005555936,11.89,72782583.86691932,182.82579646143753,661.0560268837309,29.42453027315263,28593214.95846232,27351290.85400955
72300648.54272462,140437000.0,direct_partial,72300648.54272462,0.0,0.0,0.0,0.0,0.0,0.0,14,5,825.678863787427,12.3,73098348.18472652,302.119511786004,665.840232567726,29.552187416316,28717265.484177932,27512316.603257835
94667817.66639823,140437000.0,direct_partial,94667817.66639823,0.0,0.0,0.0,0.0,0.0,0.0,15,5,717.302473678046,12.16,95711482.19192527,395.5842088790876,665.9134308988121,38.69422127681077,37601014.40353817,36024117.19565323
102669467.86708884,140437000.0,direct_partial,102669467.86708884,0.0,0.0,0.0,0.0,0.0,0.0,16,5,576.6184285038483,11.53,103801124.08028749,429.0203495063253,665.9318703763491,41.964700284238084,40779094.33917033,39069136.018873334
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,5,0.0,10.12,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,5,0.0,8.31,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,5,0.0,7.45,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,5,0.0,6.35,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,5,0.0,5.45,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,5,0.0,4.68,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,5,0.0,4.1,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,3.7,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0.0,3.49,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,0.0,3.24,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,0.0,3.31,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6,0.0,3.25,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,0.0,2.67,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
0.0,140437000.0,shutdown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,0.0,2.69,0.0,1.0,567.279923475184,0.0,0.0,-5263.268189507071
