date,time_of_day,Gb(i),Gd(i),Gr(i),H_sun,T2m,1.93,0
27/03/2023,19:09,0,0,0,0,15.84,1.31,0
27/03/2023,20:09,0,0,0,0,14.22,1.31,0
27/03/2023,21:09,0,0,0,0,13.98,1.31,0
27/03/2023,22:09,0,0,0,0,13.79,1.31,0
27/03/2023,23:09,0,0,0,0,13.39,1.38,0
28/03/2023,00:09,0,0,0,0,12.61,1.31,0
28/03/2023,01:09,0,0,0,0,11.3,1.1,0
28/03/2023,02:09,0,0,0,0,9.7,1.38,0
28/03/2023,03:09,0,0,0,0,8.75,1.24,0
28/03/2023,04:09,0,0,0,0,8.2,1.24,0
28/03/2023,05:09,0,0,0,0,7.6,1.31,0
28/03/2023,06:09,0,0,0,0,7.05,1.45,0
28/03/2023,07:09,106,64,0,12.14,6.64,1.59,0
28/03/2023,08:09,286,102,0,23.86,11.97,1.79,0
28/03/2023,09:09,401,162,0,34.98,15.5,2,0
28/03/2023,10:09,630.01,129,0,44.85,17.52,2.21,0
28/03/2023,11:09,764.01,118,0,52.3,19.21,2,0
28/03/2023,12:09,818.01,113,0,55.63,20.51,1.66,0
28/03/2023,13:09,793.01,112,0,53.66,21.48,1.45,0
28/03/2023,14:09,672.01,126,0,47.13,21.94,1.31,0
28/03/2023,15:09,522.01,121,0,37.77,21.93,1.31,0
28/03/2023,16:09,335,109,0,26.91,21.34,1.24,0
28/03/2023,17:09,162,72,0,15.3,20.1,1.24,0
28/03/2023,18:09,2,16.58,0,3.41,18.15,1.31,0
28/03/2023,19:09,0,0,0,0,16.1,1.31,0
28/03/2023,20:09,0,0,0,0,14.26,1.38,0
28/03/2023,21:09,0,0,0,0,12.42,1.45,0
28/03/2023,22:09,0,0,0,0,10.91,1.59,0
28/03/2023,23:09,0,0,0,0,9.86,1.59,0
29/03/2023,00:09,0,0,0,0,9.02,1.24,0
29/03/2023,01:09,0,0,0,0,8.19,1.1,0
29/03/2023,02:09,0,0,0,0,7.54,1.31,0
29/03/2023,03:09,0,0,0,0,6.89,1.52,0
29/03/2023,04:09,0,0,0,0,6.25,1.59,0
29/03/2023,05:09,0,0,0,0,5.66,1.52,0
29/03/2023,06:09,0,0,0,0,5.23,1.31,0
29/03/2023,07:09,116,63,0,12.44,6.56,0.69,0
29/03/2023,08:09,290,103,0,24.17,12.59,0.34,0
29/03/2023,09:09,462.01,129,0,35.31,16.9,0.83,0
29/03/2023,10:09,635.01,129,0,45.21,19.48,1.31,0
29/03/2023,11:09,748.01,129,0,52.69,21.57,1.24,0
29/03/2023,12:09,811.01,119,0,56.02,23.13,1.17,0
29/03/2023,13:09,775.01,124,0,54.01,24.14,1.31,0
29/03/2023,14:09,666.01,131,0,47.41,24.71,1.45,0
29/03/2023,15:09,510.01,130,0,38,24.86,1.52,0
29/03/2023,16:09,337,110,0,27.1,24.51,1.52,0
29/03/2023,17:09,158,75,0,15.48,23.55,1.45,0
29/03/2023,18:09,3,18.33,0,3.58,21.93,1.17,0
29/03/2023,19:09,0,0,0,0,19.59,1.24,0
29/03/2023,20:09,0,0,0,0,16.9,1.38,0
29/03/2023,21:09,0,0,0,0,15.1,1.38,0
29/03/2023,22:09,0,0,0,0,14.06,1.31,0
29/03/2023,23:09,0,0,0,0,13.21,1.1,0
30/03/2023,00:09,0,0,0,0,12.82,1.03,0
30/03/2023,01:09,0,0,0,0,13.12,0.69,0
30/03/2023,02:09,0,0,0,0,12.44,1.38,0
30/03/2023,03:09,0,0,0,0,11.37,1.86,0
30/03/2023,04:09,0,0,0,0,10.61,2.28,0
30/03/2023,05:09,0,0,0,0,10.29,2.9,0
30/03/2023,06:09,0,0,0,0,10.86,3.38,0
30/03/2023,07:09,127,61,0,12.74,11.32,3.45,0
30/03/2023,08:09,295,103,0,24.48,14.21,3.45,0
30/03/2023,09:09,459,133,0,35.64,18.03,3.72,0
30/03/2023,10:09,622.01,139,0,45.57,20.26,3.45,0
30/03/2023,11:09,752.01,130,0,53.08,21.97,2.48,0
30/03/2023,12:09,805.01,125,0,56.41,23.15,2.14,0
30/03/2023,13:09,818.01,102,0,54.35,23.65,1.59,0
30/03/2023,14:09,670.01,131,0,47.69,23.7,1.45,0
30/03/2023,15:09,534.01,119,0,38.23,23.56,1.59,0
30/03/2023,16:09,349,106,0,27.3,22.89,1.59,0
30/03/2023,17:09,165,74,0,15.66,21.5,1.59,0
30/03/2023,18:09,3,19.33,0,3.75,19.78,1.72,0
30/03/2023,19:09,0,0,0,0,17.93,1.66,0
30/03/2023,20:09,0,0,0,0,16.3,1.59,0
30/03/2023,21:09,0,0,0,0,14.24,1.66,0
30/03/2023,22:09,0,0,0,0,12.75,1.66,0
30/03/2023,23:09,0,0,0,0,11.89,1.59,0
31/03/2023,00:09,0,0,0,0,11.31,1.24,0
31/03/2023,01:09,0,0,0,0,10.7,1.66,0
31/03/2023,02:09,0,0,0,0,10.45,2.41,0
31/03/2023,03:09,0,0,0,0,9.97,2.9,0
31/03/2023,04:09,0,0,0,0,9.52,3.31,0
31/03/2023,05:09,0,0,0,0,9.26,3.79,0
31/03/2023,06:09,0,0,0,0,8.95,4.34,0
31/03/2023,07:09,131,62,0,13.04,9.8,4.55,0
31/03/2023,08:09,291,107,0,24.79,14.13,4.69,0
31/03/2023,09:09,432,151,0,35.97,17.2,4.55,0
31/03/2023,10:09,620.01,139,0,45.92,19.27,3.93,0
31/03/2023,11:09,797.01,104,0,53.47,20.89,3.1,0
31/03/2023,12:09,780.01,137,0,56.81,22.05,2.55,0
31/03/2023,13:09,775.01,125,0,54.7,22.64,2.76,0
31/03/2023,14:09,675.01,127,0,47.97,22.63,2.69,0
31/03/2023,15:09,510.01,131,0,38.45,22.29,2.55,0
31/03/2023,16:09,374,93,0,27.49,21.25,2.48,0
31/03/2023,17:09,174,71,0,15.83,19.75,2.41,0
31/03/2023,18:09,17,16.37,0,3.92,18.12,2.34,0
31/03/2023,19:09,0,0,0,0,16.31,2.21,0
31/03/2023,20:09,0,0,0,0,15.4,2.07,0
31/03/2023,21:09,0,0,0,0,14.49,2,0
31/03/2023,22:09,0,0,0,0,13.53,1.86,0
31/03/2023,23:09,0,0,0,0,12.69,1.72,0
01/04/2023,00:09,0,0,0,0,11.98,1.17,0
01/04/2023,01:09,0,0,0,0,11.28,1.93,0
01/04/2023,02:09,0,0,0,0,10.59,2.34,0
01/04/2023,03:09,0,0,0,0,9.97,2.55,0
01/04/2023,04:09,0,0,0,0,9.28,2.76,0
01/04/2023,05:09,0,0,0,0,8.61,3.24,0
01/04/2023,06:09,0,0,0,0,7.92,3.66,0
01/04/2023,07:09,129,65,0,13.34,8.9,3.93,0
01/04/2023,08:09,327,89,0,25.1,12.45,4.34,0
01/04/2023,09:09,522.01,99,0,36.3,14.53,4.76,0
01/04/2023,10:09,599.01,148,0,46.28,15.59,4.55,0
01/04/2023,11:09,775.01,112,0,53.85,16.86,3.93,0
01/04/2023,12:09,828.01,107,0,57.2,18.39,3.17,0
01/04/2023,13:09,412,330,0,55.04,19.2,3.38,0
01/04/2023,14:09,613.01,158,0,48.25,19.31,3.38,0
01/04/2023,15:09,528.01,118,0,38.68,19.28,3.24,0
01/04/2023,16:09,308,126,0,27.68,18.39,3.24,0
01/04/2023,17:09,157,78,0,16,16.96,3.17,0
01/04/2023,18:09,13,19.08,0,4.09,15.55,3.03,0
01/04/2023,19:09,0,0,0,0,14.07,2.83,0
01/04/2023,20:09,0,0,0,0,13.03,2.55,0
01/04/2023,21:09,0,0,0,0,12.32,2,0
01/04/2023,22:09,0,0,0,0,11.42,1.72,0
01/04/2023,23:09,0,0,0,0,10.6,1.45,0
02/04/2023,00:09,0,0,0,0,9.76,1.38,0
02/04/2023,01:09,0,0,0,0,9.06,1.79,0
02/04/2023,02:09,0,0,0,0,8.46,2.14,0
02/04/2023,03:09,0,0,0,0,8.01,2.28,0
02/04/2023,04:09,0,0,0,0,7.65,2.48,0
02/04/2023,05:09,0,0,0,0,7.77,2.9,0
02/04/2023,06:09,0,3,0,1.72,7.61,3.24,0
02/04/2023,07:09,116,76,0,13.63,8.34,3.59,0
02/04/2023,08:09,231,150,0,25.4,9.69,3.86,0
02/04/2023,09:09,494.01,124,0,36.62,11.17,3.93,0
02/04/2023,10:09,661.01,127,0,46.63,12.95,3.17,0
02/04/2023,11:09,754.01,137,0,54.24,14.46,2.48,0
02/04/2023,12:09,793.01,139,0,57.58,15.83,1.72,0
02/04/2023,13:09,778.01,132,0,55.38,16.76,1.31,0
02/04/2023,14:09,679.01,133,0,48.52,17.36,0.97,0
02/04/2023,15:09,522.01,131,0,38.9,17.35,0.62,0
02/04/2023,16:09,354,109,0,27.87,16.76,0.41,0
02/04/2023,17:09,181,72,0,16.18,15.59,0.28,0
02/04/2023,18:09,9,21.88,0,4.27,14.16,0.14,0
02/04/2023,19:09,0,0,0,0,12.53,0.14,0
02/04/2023,20:09,0,0,0,0,11.37,0.41,0
02/04/2023,21:09,0,0,0,0,10.27,0.76,0
02/04/2023,22:09,0,0,0,0,10.34,1.03,0
02/04/2023,23:09,0,0,0,0,9.6,1.17,0
03/04/2023,00:09,0,0,0,0,8.94,0.69,0
03/04/2023,01:09,0,0,0,0,8.36,1.1,0
03/04/2023,02:09,0,0,0,0,7.86,1.72,0
03/04/2023,03:09,0,0,0,0,7.52,2,0
03/04/2023,04:09,0,0,0,0,7.17,2.21,0
03/04/2023,05:09,0,0,0,0,6.57,2.34,0
03/04/2023,06:09,0,7,0,2.01,5.27,2.69,0
03/04/2023,07:09,148,66,0,13.93,6.32,2.9,0
03/04/2023,08:09,325,104,0,25.7,9.32,3.03,0
03/04/2023,09:09,487,138,0,36.94,11.76,3.17,0
03/04/2023,10:09,673.01,130,0,46.99,13.84,3.03,0
03/04/2023,11:09,796.01,124,0,54.62,15.67,2.28,0
03/04/2023,12:09,826.01,131,0,57.97,17.04,1.59,0
03/04/2023,13:09,810.01,124,0,55.72,18.06,0.69,0
03/04/2023,14:09,688.01,137,0,48.79,18.59,0.48,0
03/04/2023,15:09,546.01,126,0,39.11,18.6,0.97,0
03/04/2023,16:09,270,163,0,28.05,18.11,1.17,0
03/04/2023,17:09,176,78,0,16.35,17.06,1.1,0
03/04/2023,18:09,7,24.28,0,4.44,15.46,1.1,0
03/04/2023,19:09,0,0,0,0,13.75,1.1,0
03/04/2023,20:09,0,0,0,0,12.17,1.03,0
03/04/2023,21:09,0,0,0,0,11.63,0.97,0
03/04/2023,22:09,0,0,0,0,10.08,1.03,0
03/04/2023,23:09,0,0,0,0,8.35,1.03,0
04/04/2023,00:09,0,0,0,0,7.55,0.83,0
04/04/2023,01:09,0,0,0,0,7.03,0.55,0
04/04/2023,02:09,0,0,0,0,6.45,0.69,0
04/04/2023,03:09,0,0,0,0,6.26,1.17,0
04/04/2023,04:09,0,0,0,0,6.33,1.38,0
04/04/2023,05:09,0,0,0,0,5.97,1.66,0
04/04/2023,06:09,0,2,0,2.31,5.65,2,0
04/04/2023,07:09,43,108,0,14.22,6.24,2.21,0
04/04/2023,08:09,316,109,0,26.01,9.95,2.34,0
04/04/2023,09:09,491,133,0,37.26,12.89,2.34,0
04/04/2023,10:09,692.01,117,0,47.34,14.65,2.07,0
04/04/2023,11:09,836.01,98,0,55,16.16,1.79,0
04/04/2023,12:09,879.01,98,0,58.36,17.37,2,0
04/04/2023,13:09,799.01,126,0,56.05,18.3,2.34,0
04/04/2023,14:09,598.01,187,0,49.06,18.78,2.14,0
04/04/2023,15:09,340,241,0,39.33,18.79,1.66,0
04/04/2023,16:09,173,207,0,28.24,18.13,1.52,0
04/04/2023,17:09,38,129,0,16.52,17.15,1.38,0
04/04/2023,18:09,11,24.29,0,4.6,15.47,1.24,0
04/04/2023,19:09,0,0,0,0,13.17,1.17,0
04/04/2023,20:09,0,0,0,0,11.08,1.1,0
04/04/2023,21:09,0,0,0,0,9.47,1.03,0
04/04/2023,22:09,0,0,0,0,8.47,0.97,0
04/04/2023,23:09,0,0,0,0,7.51,1.03,0
05/04/2023,00:09,0,0,0,0,6.56,0.9,0
05/04/2023,01:09,0,0,0,0,5.67,1.79,0
05/04/2023,02:09,0,0,0,0,5.1,2.69,0
05/04/2023,03:09,0,0,0,0,4.8,3.38,0
05/04/2023,04:09,0,0,0,0,4.47,3.72,0
05/04/2023,05:09,0,0,0,0,3.89,3.79,0
05/04/2023,06:09,0,10,0,2.6,3.41,3.72,0
05/04/2023,07:09,156,68,0,14.51,3.89,3.66,0
05/04/2023,08:09,337,104,0,26.3,7.83,3.59,0
05/04/2023,09:09,504,133,0,37.58,10.7,3.45,0
05/04/2023,10:09,689.01,126,0,47.68,13.06,3.24,0
05/04/2023,11:09,792.01,130,0,55.38,14.82,2.76,0
05/04/2023,12:09,820.01,138,0,58.74,16.1,2.28,0
05/04/2023,13:09,825.01,119,0,56.39,16.93,1.79,0
05/04/2023,14:09,721.01,122,0,49.32,17.3,1.52,0
05/04/2023,15:09,558.01,122,0,39.54,17.16,1.38,0
05/04/2023,16:09,377,106,0,28.42,16.5,1.17,0
05/04/2023,17:09,190,74,0,16.69,15.32,1.17,0
05/04/2023,18:09,21,22.01,0,4.77,13.57,1.1,0
05/04/2023,19:09,0,0,0,0,11.7,1.1,0
05/04/2023,20:09,0,0,0,0,10,1.17,0
05/04/2023,21:09,0,0,0,0,8.54,1.24,0
05/04/2023,22:09,0,0,0,0,6.71,1.31,0
05/04/2023,23:09,0,0,0,0,5.8,1.31,0
06/04/2023,00:09,0,0,0,0,5.17,1.03,0
06/04/2023,01:09,0,0,0,0,4.79,1.72,0
06/04/2023,02:09,0,0,0,0,4.6,2.48,0
06/04/2023,03:09,0,0,0,0,3.98,2.83,0
06/04/2023,04:09,0,0,0,0,3.48,2.97,0
06/04/2023,05:09,0,0,0,0,3.19,2.9,0
06/04/2023,06:09,0,11,0,2.89,3.24,2.83,0
06/04/2023,07:09,166,67,0,14.8,5.47,2.76,0
06/04/2023,08:09,346,104,0,26.6,8.9,2.83,0
06/04/2023,09:09,504,139,0,37.9,11.84,2.9,0
06/04/2023,10:09,700.01,125,0,48.03,14.26,2.83,0
06/04/2023,11:09,825.01,118,0,55.76,16.17,2.62,0
06/04/2023,12:09,866.01,118,0,59.12,17.6,2.21,0
06/04/2023,13:09,871.01,99,0,56.72,18.55,1.79,0
06/04/2023,14:09,606.01,196,0,49.58,18.96,1.52,0
06/04/2023,15:09,267,286,0,39.76,18.9,1.31,0
06/04/2023,16:09,62,238,0,28.6,18.1,1.17,0
06/04/2023,17:09,53,134,0,16.86,16.77,1.03,0
06/04/2023,18:09,8,27.96,0,4.94,14.94,0.97,0
06/04/2023,19:09,0,0,0,0,13.04,0.97,0
06/04/2023,20:09,0,0,0,0,11.52,1.03,0
06/04/2023,21:09,0,0,0,0,9.96,1.1,0
06/04/2023,22:09,0,0,0,0,8.33,1.17,0
06/04/2023,23:09,0,0,0,0,7.23,1.24,0
07/04/2023,00:09,0,0,0,0,6.69,0.83,0
07/04/2023,01:09,0,0,0,0,6.48,1.24,0
07/04/2023,02:09,0,0,0,0,6.12,1.79,0
07/04/2023,03:09,0,0,0,0,5.48,2.21,0
07/04/2023,04:09,0,0,0,0,4.73,2.41,0
07/04/2023,05:09,0,0,0,0,4.09,2.41,0
07/04/2023,06:09,0,15,0,3.17,3.75,2.28,0
07/04/2023,07:09,166,69,0,15.09,5.95,2.14,0
07/04/2023,08:09,350,103,0,26.89,10.55,2,0
07/04/2023,09:09,520,129,0,38.21,13.57,1.93,0
07/04/2023,10:09,686.01,132,0,48.37,15.85,1.93,0
07/04/2023,11:09,787.01,136,0,56.14,17.57,1.79,0
07/04/2023,12:09,836.01,133,0,59.5,18.72,1.45,0
07/04/2023,13:09,819.01,125,0,57.04,19.49,1.38,0
07/04/2023,14:09,716.01,127,0,49.84,19.87,1.31,0
07/04/2023,15:09,562.01,123,0,39.97,19.92,1.31,0
07/04/2023,16:09,386,104,0,28.78,19.56,1.31,0
07/04/2023,17:09,192,76,0,17.03,18.71,1.38,0
07/04/2023,18:09,25,23.03,0,5.11,17.24,1.38,0
07/04/2023,19:09,0,0,0,0,15.56,1.38,0
07/04/2023,20:09,0,0,0,0,13.63,1.45,0
07/04/2023,21:09,0,0,0,0,11.55,1.52,0
07/04/2023,22:09,0,0,0,0,10.09,1.52,0
07/04/2023,23:09,0,0,0,0,8.93,1.52,0
08/04/2023,00:09,0,0,0,0,7.86,1.03,0
08/04/2023,01:09,0,0,0,0,7,0.34,0
08/04/2023,02:09,0,0,0,0,6.34,0.83,0
08/04/2023,03:09,0,0,0,0,5.73,1.17,0
08/04/2023,04:09,0,0,0,0,5.26,1.24,0
08/04/2023,05:09,0,0,0,0,4.92,1.52,0
08/04/2023,06:09,0,17,0,3.46,4.91,1.72,0
08/04/2023,07:09,165,72,0,15.37,7.73,1.86,0
08/04/2023,08:09,348,106,0,27.19,13.56,1.93,0
08/04/2023,09:09,514,134,0,38.52,17.06,2,0
08/04/2023,10:09,689.01,131,0,48.71,19.15,2,0
08/04/2023,11:09,789.01,137,0,56.51,20.63,1.59,0
08/04/2023,12:09,816.01,144,0,59.88,21.76,1.24,0
08/04/2023,13:09,809.01,132,0,57.37,22.55,0.34,0
08/04/2023,14:09,717.01,128,0,50.1,22.98,0.48,0
08/04/2023,15:09,570.01,120,0,40.17,23.03,1.1,0
08/04/2023,16:09,387,105,0,28.96,22.69,1.31,0
08/04/2023,17:09,193,77,0,17.19,21.82,1.38,0
08/04/2023,18:09,31,21.08,0,5.28,20.44,1.38,0
08/04/2023,19:09,0,0,0,0,18.78,1.31,0
08/04/2023,20:09,0,0,0,0,17.5,1.31,0
08/04/2023,21:09,0,0,0,0,16.64,1.31,0
08/04/2023,22:09,0,0,0,0,14.73,1.31,0
08/04/2023,23:09,0,0,0,0,12.73,1.31,0
09/04/2023,00:09,0,0,0,0,11.39,1.24,0
09/04/2023,01:09,0,0,0,0,10.62,1.45,0
09/04/2023,02:09,0,0,0,0,10.27,1.66,0
09/04/2023,03:09,0,0,0,0,10,1.93,0
09/04/2023,04:09,0,0,0,0,9.67,2.21,0
09/04/2023,05:09,0,0,0,0,9.53,2.41,0
09/04/2023,06:09,0,19,0,3.74,9.9,2.76,0
09/04/2023,07:09,167,73,0,15.65,10.64,2.83,0
09/04/2023,08:09,354,105,0,27.47,15.47,2.83,0
09/04/2023,09:09,514,135,0,38.82,18.33,2.69,0
09/04/2023,10:09,687.01,133,0,49.05,20.14,2.69,0
09/04/2023,11:09,808.01,126,0,56.88,21.46,2.34,0
09/04/2023,12:09,858.01,120,0,60.25,22.34,1.66,0
09/04/2023,13:09,839.01,114,0,57.69,23.1,1.24,0
09/04/2023,14:09,724.01,123,0,50.36,23.22,0.97,0
09/04/2023,15:09,576.01,116,0,40.38,23.22,0.97,0
09/04/2023,16:09,376,110,0,29.14,22.79,1.17,0
09/04/2023,17:09,190,80,0,17.36,22.02,1.31,0
09/04/2023,18:09,28,23.5,0,5.44,20.75,1.31,0
09/04/2023,19:09,0,0,0,0,19.33,1.31,0
09/04/2023,20:09,0,0,0,0,17.44,1.24,0
09/04/2023,21:09,0,0,0,0,16.76,1.24,0
09/04/2023,22:09,0,0,0,0,16.07,1.31,0
09/04/2023,23:09,0,0,0,0,14.53,1.31,0
10/04/2023,00:09,0,0,0,0,13.42,0.9,0
10/04/2023,01:09,0,0,0,0,12.91,0.76,0
10/04/2023,02:09,0,0,0,0,12.73,1.1,0
10/04/2023,03:09,0,0,0,0,12.42,1.72,0
10/04/2023,04:09,0,0,0,0,11.83,2.55,0
10/04/2023,05:09,0,0,0,0,11.28,3.17,0
10/04/2023,06:09,0,20,0,4.02,10.91,3.45,0
10/04/2023,07:09,154,80,0,15.93,12.63,3.24,0
10/04/2023,08:09,336,114,0,27.76,16.44,2.9,0
10/04/2023,09:09,517,131,0,39.13,19.19,2.76,0
10/04/2023,10:09,698.01,124,0,49.38,21.04,2.9,0
10/04/2023,11:09,810.01,121,0,57.25,22.41,2.55,0
10/04/2023,12:09,882.01,103,0,60.63,23.32,2.07,0
10/04/2023,13:09,840.01,110,0,58.01,23.83,1.45,0
10/04/2023,14:09,696.01,135,0,50.61,24.03,0.83,0
10/04/2023,15:09,500,157,0,40.58,24.02,0.76,0
10/04/2023,16:09,370,112,0,29.32,23.66,1.1,0
10/04/2023,17:09,166,92,0,17.52,22.83,1.24,0
10/04/2023,18:09,2,27.58,0,5.61,21.46,1.31,0
10/04/2023,19:09,0,0,0,0,19.8,1.31,0
10/04/2023,20:09,0,0,0,0,18.45,1.31,0
10/04/2023,21:09,0,0,0,0,17.25,1.38,0
10/04/2023,22:09,0,0,0,0,16.62,1.45,0
10/04/2023,23:09,0,0,0,0,14.82,1.45,0
11/04/2023,00:09,0,0,0,0,13.63,0.9,0
11/04/2023,01:09,0,0,0,0,12.67,0.62,0
11/04/2023,02:09,0,0,0,0,12.1,0.69,0
11/04/2023,03:09,0,0,0,0,11.42,1.1,0
11/04/2023,04:09,0,0,0,0,10.73,1.52,0
11/04/2023,05:09,0,0,0,0,10.32,1.93,0
11/04/2023,06:09,3,23.3,0,4.3,10.27,2.41,0
11/04/2023,07:09,170,77,0,16.21,12.93,3.03,0
11/04/2023,08:09,352,110,0,28.04,16.88,3.66,0
11/04/2023,09:09,521,136,0,39.43,19.58,3.86,0
11/04/2023,10:09,712.01,123,0,49.71,21.54,3.72,0
11/04/2023,11:09,792.01,138,0,57.62,23.13,3.03,0
11/04/2023,12:09,862.01,122,0,61,24.42,2.41,0
11/04/2023,13:09,821.01,127,0,58.33,25.4,1.93,0
11/04/2023,14:09,718.01,129,0,50.86,25.92,1.66,0
11/04/2023,15:09,549,133,0,40.78,25.79,1.45,0
11/04/2023,16:09,374,114,0,29.49,25.04,1.38,0
11/04/2023,17:09,194,81,0,17.69,23.73,1.45,0
11/04/2023,18:09,30,32,0,5.77,22.06,1.45,0
11/04/2023,19:09,0,0,0,0,19.99,1.52,0
11/04/2023,20:09,0,0,0,0,18.42,1.52,0
11/04/2023,21:09,0,0,0,0,16.56,1.52,0
11/04/2023,22:09,0,0,0,0,14.81,1.52,0
11/04/2023,23:09,0,0,0,0,13.82,1.52,0
12/04/2023,00:09,0,0,0,0,12.7,1.24,0
12/04/2023,01:09,0,0,0,0,11.76,2.07,0
12/04/2023,02:09,0,0,0,0,10.98,2.76,0
12/04/2023,03:09,0,0,0,0,10.46,3.24,0
12/04/2023,04:09,0,0,0,0,9.97,3.66,0
12/04/2023,05:09,0,0,0,0,9.46,3.93,0
12/04/2023,06:09,4,25.04,0,4.58,8.91,4.14,0
12/04/2023,07:09,183,73,0,16.48,10.49,4.48,0
12/04/2023,08:09,360,109,0,28.32,14.86,4.55,0
12/04/2023,09:09,533,131,0,39.72,17.41,4.34,0
12/04/2023,10:09,706.01,128,0,50.04,19.46,4.07,0
12/04/2023,11:09,794.01,139,0,57.98,20.95,3.59,0
12/04/2023,12:09,830.01,140,0,61.36,21.89,2.83,0
12/04/2023,13:09,812.01,133,0,58.65,22.44,2.69,0
12/04/2023,14:09,720.01,129,0,51.1,22.49,2.62,0
12/04/2023,15:09,551,133,0,40.98,21.92,2.48,0
12/04/2023,16:09,422,91,0,29.66,20.85,2.41,0
12/04/2023,17:09,139,111,0,17.85,19.41,2.28,0
12/04/2023,18:09,26,35,0,5.94,17.49,2.48,0
12/04/2023,19:09,0,0,0,0,15.68,2.21,0
12/04/2023,20:09,0,0,0,0,14.43,2,0
12/04/2023,21:09,0,0,0,0,13.56,1.79,0
12/04/2023,22:09,0,0,0,0,12.82,1.38,0
12/04/2023,23:09,0,0,0,0,12.25,1.17,0
13/04/2023,00:09,0,0,0,0,11.52,1.66,0
13/04/2023,01:09,0,0,0,0,10.67,1.79,0
13/04/2023,02:09,0,0,0,0,9.86,1.79,0
13/04/2023,03:09,0,0,0,0,9,2.14,0
13/04/2023,04:09,0,0,0,0,7.98,2.62,0
13/04/2023,05:09,0,0,0,0,6.99,3.03,0
13/04/2023,06:09,3,25.32,0,4.85,6.39,3.59,0
13/04/2023,07:09,169,83,0,16.75,8.42,3.86,0
13/04/2023,08:09,355,115,0,28.6,10.38,4,0
13/04/2023,09:09,538,132,0,40.02,12.58,3.93,0
13/04/2023,10:09,711.01,129,0,50.36,14.98,3.59,0
13/04/2023,11:09,810.01,133,0,58.34,16.59,3.03,0
13/04/2023,12:09,870.01,121,0,61.73,17.86,2.07,0
13/04/2023,13:09,828.01,127,0,58.96,18.75,1.66,0
13/04/2023,14:09,734.01,124,0,51.35,19.07,1.17,0
13/04/2023,15:09,578,121,0,41.18,18.89,1.24,0
13/04/2023,16:09,373,118,0,29.84,18.15,1.38,0
13/04/2023,17:09,218,72,0,18.01,17.02,1.31,0
13/04/2023,18:09,41,31,0,6.1,15.56,1.38,0
13/04/2023,19:09,0,0,0,0,13.74,1.52,0
13/04/2023,20:09,0,0,0,0,12.72,1.52,0
13/04/2023,21:09,0,0,0,0,11.42,1.45,0
13/04/2023,22:09,0,0,0,0,10.04,1.45,0
13/04/2023,23:09,0,0,0,0,9.05,1.52,0
14/04/2023,00:09,0,0,0,0,8.45,1.24,0
14/04/2023,01:09,0,0,0,0,7.67,1.86,0
14/04/2023,02:09,0,0,0,0,6.87,2.55,0
14/04/2023,03:09,0,0,0,0,6.26,3.1,0
14/04/2023,04:09,0,0,0,0,5.89,3.45,0
14/04/2023,05:09,0,0,0,0,5.53,3.79,0
14/04/2023,06:09,2,25.57,0,5.12,5.21,4.14,0
14/04/2023,07:09,155,91,0,17.02,7.4,4.48,0
14/04/2023,08:09,317,136,0,28.87,11.74,4.55,0
14/04/2023,09:09,531,132,0,40.31,14.18,4.48,0
14/04/2023,10:09,701.01,130,0,50.68,16.09,4.21,0
14/04/2023,11:09,821.01,122,0,58.69,17.62,3.52,0
14/04/2023,12:09,900.01,99,0,62.09,18.83,2.55,0
14/04/2023,13:09,827.01,122,0,59.27,19.69,2.07,0
14/04/2023,14:09,732.01,120,0,51.59,19.97,2,0
14/04/2023,15:09,546,134,0,41.37,19.55,1.86,0
14/04/2023,16:09,378,113,0,30.01,18.86,1.79,0
14/04/2023,17:09,193,83,0,18.17,17.79,1.72,0
14/04/2023,18:09,2,34,0,6.27,16.45,1.66,0
14/04/2023,19:09,0,0,0,0,15.33,1.52,0
14/04/2023,20:09,0,0,0,0,14.23,1.24,0
14/04/2023,21:09,0,0,0,0,13.23,1.03,0
14/04/2023,22:09,0,0,0,0,12.26,1.1,0
14/04/2023,23:09,0,0,0,0,11.21,1.1,0
15/04/2023,00:09,0,0,0,0,10.14,0.76,0
15/04/2023,01:09,0,0,0,0,9.13,0.83,0
15/04/2023,02:09,0,0,0,0,8.27,1.24,0
15/04/2023,03:09,0,0,0,0,8.11,1.66,0
15/04/2023,04:09,0,0,0,0,7.95,2.14,0
15/04/2023,05:09,0,0,0,0,7.42,2.83,0
15/04/2023,06:09,7,30.24,0,5.39,6.85,3.45,0
15/04/2023,07:09,188,77,0,17.28,9.75,3.72,0
15/04/2023,08:09,376,106,0,29.14,13.08,3.79,0
15/04/2023,09:09,536,133,0,40.59,15.67,3.86,0
15/04/2023,10:09,706.01,130,0,51,17.88,3.72,0
15/04/2023,11:09,804.01,134,0,59.05,19.78,3.17,0
15/04/2023,12:09,851.01,129,0,62.45,21.25,2,0
15/04/2023,13:09,820.01,128,0,59.57,22.18,1.31,0
15/04/2023,14:09,707.01,136,0,51.83,22.54,0.83,0
15/04/2023,15:09,572,123,0,41.57,22.44,0.62,0
15/04/2023,16:09,381,114,0,30.17,21.87,0.48,0
15/04/2023,17:09,204,80,0,18.33,20.85,0.41,0
15/04/2023,18:09,40,34,0,6.43,19.4,0.34,0
15/04/2023,19:09,0,0,0,0,17.52,0.34,0
