date,time_of_day,Gb(i),Gd(i),Gr(i),H_sun,T2m,1.93,0
22/09/2023,16:09,232,114,0,22.64,21.13,0.28,0
22/09/2023,17:09,77,67,0,11.03,19.87,0.48,0
22/09/2023,18:09,0,0,0,0,18.2,0.83,0
22/09/2023,19:09,0,0,0,0,16.31,0.83,0
22/09/2023,20:09,0,0,0,0,14.93,0.83,0
22/09/2023,21:09,0,0,0,0,14.89,0.83,0
22/09/2023,22:09,0,0,0,0,14.44,0.9,0
22/09/2023,23:09,0,0,0,0,13.94,0.83,0
23/09/2023,00:09,0,0,0,0,13.53,0.69,0
23/09/2023,01:09,0,0,0,0,13.18,1.17,0
23/09/2023,02:09,0,0,0,0,12.81,1.45,0
23/09/2023,03:09,0,0,0,0,12.41,1.38,0
23/09/2023,04:09,0,0,0,0,12.08,1.17,0
23/09/2023,05:09,0,0,0,0,11.72,1.03,0
23/09/2023,06:09,0,0,0,0,11.7,0.9,0
23/09/2023,07:09,101,76,0,13.05,11.75,0.83,0
23/09/2023,08:09,264,118,0,24.55,14.35,0.83,0
23/09/2023,09:09,409.01,153,0,35.23,16.7,0.97,0
23/09/2023,10:09,520.01,181,0,44.34,18.76,1.24,0
23/09/2023,11:09,562.01,214,0,50.66,20.56,1.31,0
23/09/2023,12:09,538.01,246,0,52.67,21.95,1.17,0
23/09/2023,13:09,621.01,170,0,49.7,22.96,1.24,0
23/09/2023,14:09,552.01,147,0,42.71,23.58,1.31,0
23/09/2023,15:09,391.01,144,0,33.21,23.79,1.38,0
23/09/2023,16:09,235,112,0,22.32,23.48,1.38,0
23/09/2023,17:09,56,74,0,10.72,22.58,1.31,0
23/09/2023,18:09,0,0,0,0,20.95,1.24,0
23/09/2023,19:09,0,0,0,0,19.44,1.17,0
23/09/2023,20:09,0,0,0,0,17.38,1.17,0
23/09/2023,21:09,0,0,0,0,15.6,1.24,0
23/09/2023,22:09,0,0,0,0,14.39,1.24,0
23/09/2023,23:09,0,0,0,0,13.47,1.31,0
24/09/2023,00:09,0,0,0,0,12.85,1.24,0
24/09/2023,01:09,0,0,0,0,12.39,1.66,0
24/09/2023,02:09,0,0,0,0,11.88,2.14,0
24/09/2023,03:09,0,0,0,0,11.52,2.34,0
24/09/2023,04:09,0,0,0,0,11.11,2.28,0
24/09/2023,05:09,0,0,0,0,10.95,2.07,0
24/09/2023,06:09,0,0,0,0,10.84,1.86,0
24/09/2023,07:09,97,76,0,12.88,11.51,1.79,0
24/09/2023,08:09,256,120,0,24.36,14.92,1.79,0
24/09/2023,09:09,413.01,148,0,35,17.66,1.86,0
24/09/2023,10:09,497.01,192,0,44.06,20.52,1.93,0
24/09/2023,11:09,547.01,220,0,50.31,22.78,1.59,0
24/09/2023,12:09,513.01,257,0,52.28,24.39,1.31,0
24/09/2023,13:09,616.01,170,0,49.31,25.48,1.17,0
24/09/2023,14:09,537.01,152,0,42.34,26.06,1.1,0
24/09/2023,15:09,394.01,138,0,32.87,26.08,1.03,0
24/09/2023,16:09,226,113,0,22,25.51,0.97,0
24/09/2023,17:09,53,72,0,10.41,24.21,0.97,0
24/09/2023,18:09,0,0,0,0,22.24,0.97,0
24/09/2023,19:09,0,0,0,0,20.79,0.97,0
24/09/2023,20:09,0,0,0,0,18.62,0.97,0
24/09/2023,21:09,0,0,0,0,17.6,1.03,0
24/09/2023,22:09,0,0,0,0,17.03,1.1,0
24/09/2023,23:09,0,0,0,0,16.45,1.17,0
25/09/2023,00:09,0,0,0,0,15.72,1.03,0
25/09/2023,01:09,0,0,0,0,15.16,0.97,0
25/09/2023,02:09,0,0,0,0,14.83,1.66,0
25/09/2023,03:09,0,0,0,0,14.72,2,0
25/09/2023,04:09,0,0,0,0,14.58,2.07,0
25/09/2023,05:09,0,0,0,0,14.26,2,0
25/09/2023,06:09,0,0,0,0,13.84,1.86,0
25/09/2023,07:09,97,75,0,12.71,13.63,1.79,0
25/09/2023,08:09,248,123,0,24.17,17.97,1.79,0
25/09/2023,09:09,403.01,152,0,34.77,22.04,2.07,0
25/09/2023,10:09,513.01,180,0,43.78,24.28,2.21,0
25/09/2023,11:09,544.01,219,0,49.97,25.96,1.93,0
25/09/2023,12:09,510.01,256,0,51.88,27.1,1.52,0
25/09/2023,13:09,600.01,176,0,48.91,27.79,1.52,0
25/09/2023,14:09,532.01,152,0,41.97,28.03,1.45,0
25/09/2023,15:09,374.01,147,0,32.52,27.83,1.31,0
25/09/2023,16:09,222,112,0,21.67,27.03,1.17,0
25/09/2023,17:09,49,70,0,10.1,25.36,1.1,0
25/09/2023,18:09,0,0,0,0,23.09,1.03,0
25/09/2023,19:09,0,0,0,0,21.1,1.03,0
25/09/2023,20:09,0,0,0,0,19.11,0.97,0
25/09/2023,21:09,0,0,0,0,17.18,0.97,0
25/09/2023,22:09,0,0,0,0,15.95,1.1,0
25/09/2023,23:09,0,0,0,0,15.22,1.17,0
26/09/2023,00:09,0,0,0,0,14.67,0.9,0
26/09/2023,01:09,0,0,0,0,14.28,0.76,0
26/09/2023,02:09,0,0,0,0,13.85,1.17,0
26/09/2023,03:09,0,0,0,0,13.68,1.45,0
26/09/2023,04:09,0,0,0,0,13.16,1.66,0
26/09/2023,05:09,0,0,0,0,12.53,1.59,0
26/09/2023,06:09,0,0,0,0,11.85,1.45,0
26/09/2023,07:09,94,74,0,12.53,11.68,1.45,0
26/09/2023,08:09,251,119,0,23.97,16.74,1.38,0
26/09/2023,09:09,416.01,142,0,34.54,20.54,1.52,0
26/09/2023,10:09,510.01,180,0,43.49,23.06,1.66,0
26/09/2023,11:09,552.01,212,0,49.62,24.9,1.45,0
26/09/2023,12:09,528.01,243,0,51.49,26.14,1.52,0
26/09/2023,13:09,596.01,176,0,48.51,26.87,1.31,0
26/09/2023,14:09,528.01,151,0,41.59,27.16,1.31,0
26/09/2023,15:09,385.01,137,0,32.18,26.97,1.31,0
26/09/2023,16:09,226,106,0,21.35,26.36,1.24,0
26/09/2023,17:09,46,69,0,9.78,25.09,1.17,0
26/09/2023,18:09,0,0,0,0,23.07,1.1,0
26/09/2023,19:09,0,0,0,0,21.02,1.1,0
26/09/2023,20:09,0,0,0,0,19.22,1.1,0
26/09/2023,21:09,0,0,0,0,17.41,1.17,0
26/09/2023,22:09,0,0,0,0,16.2,1.17,0
26/09/2023,23:09,0,0,0,0,15.32,1.17,0
27/09/2023,00:09,0,0,0,0,14.76,1.03,0
27/09/2023,01:09,0,0,0,0,14.29,0.83,0
27/09/2023,02:09,0,0,0,0,13.12,0.83,0
27/09/2023,03:09,0,0,0,0,12.04,0.76,0
27/09/2023,04:09,0,0,0,0,11.37,0.97,0
27/09/2023,05:09,0,0,0,0,11.01,1.17,0
27/09/2023,06:09,0,0,0,0,10.79,1.45,0
27/09/2023,07:09,90,74,0,12.36,12.28,1.66,0
27/09/2023,08:09,249,118,0,23.77,17.25,1.72,0
27/09/2023,09:09,405.01,147,0,34.3,20.91,1.72,0
27/09/2023,10:09,507.01,179,0,43.2,23.28,1.45,0
27/09/2023,11:09,549.01,211,0,49.27,25.04,0.83,0
27/09/2023,12:09,525.01,242,0,51.1,26.24,0.48,0
27/09/2023,13:09,591.01,176,0,48.12,27.02,0.34,0
27/09/2023,14:09,523.01,151,0,41.22,27.37,0.62,0
27/09/2023,15:09,380.01,136,0,31.83,27.31,0.62,0
27/09/2023,16:09,218,107,0,21.03,26.84,0.62,0
27/09/2023,17:09,48,65,0,9.47,25.78,0.69,0
27/09/2023,18:09,0,0,0,0,24.31,0.76,0
27/09/2023,19:09,0,0,0,0,22.92,0.9,0
27/09/2023,20:09,0,0,0,0,21.89,0.9,0
27/09/2023,21:09,0,0,0,0,20.76,0.83,0
27/09/2023,22:09,0,0,0,0,19.76,0.62,0
27/09/2023,23:09,0,0,0,0,18.93,0.41,0
28/09/2023,00:09,0,0,0,0,18.31,0.62,0
28/09/2023,01:09,0,0,0,0,17.93,0.14,0
28/09/2023,02:09,0,0,0,0,17.55,0.97,0
28/09/2023,03:09,0,0,0,0,17.15,1.59,0
28/09/2023,04:09,0,0,0,0,16.93,1.93,0
28/09/2023,05:09,0,0,0,0,16.85,2,0
28/09/2023,06:09,0,0,0,0,16.9,2,0
28/09/2023,07:09,88,73,0,12.18,15.03,1.93,0
28/09/2023,08:09,243,118,0,23.57,18.42,1.86,0
28/09/2023,09:09,397.01,147,0,34.07,21.61,1.86,0
28/09/2023,10:09,499.01,178,0,42.91,24.02,1.79,0
28/09/2023,11:09,540.01,211,0,48.92,25.87,1.52,0
28/09/2023,12:09,538.01,228,0,50.71,27.16,1.17,0
28/09/2023,13:09,604.01,161,0,47.72,28.01,1.1,0
28/09/2023,14:09,532.01,139,0,40.85,28.29,1.1,0
28/09/2023,15:09,364.01,140,0,31.49,28.18,1.1,0
28/09/2023,16:09,239,92,0,20.7,27.68,1.03,0
28/09/2023,17:09,71,52,0,9.16,26.57,1.03,0
28/09/2023,18:09,0,0,0,0,24.81,0.97,0
28/09/2023,19:09,0,0,0,0,23.18,0.83,0
28/09/2023,20:09,0,0,0,0,21.21,0.76,0
28/09/2023,21:09,0,0,0,0,19.98,0.69,0
28/09/2023,22:09,0,0,0,0,19.14,0.69,0
28/09/2023,23:09,0,0,0,0,18.49,0.69,0
29/09/2023,00:09,0,0,0,0,17.98,0.9,0
29/09/2023,01:09,0,0,0,0,17.84,0.69,0
29/09/2023,02:09,0,0,0,0,17.64,1.79,0
29/09/2023,03:09,0,0,0,0,17.7,2.41,0
29/09/2023,04:09,0,0,0,0,17.84,2.76,0
29/09/2023,05:09,0,0,0,0,17.84,2.97,0
29/09/2023,06:09,0,0,0,0,17.72,3.1,0
29/09/2023,07:09,85,72,0,12,17.09,3.17,0
29/09/2023,08:09,242,115,0,23.37,19.77,3.1,0
29/09/2023,09:09,391.01,146,0,33.83,23.57,3.03,0
29/09/2023,10:09,491.01,178,0,42.62,25.52,2.83,0
29/09/2023,11:09,543.01,204,0,48.57,26.9,2.21,0
29/09/2023,12:09,530.01,227,0,50.31,27.93,1.93,0
29/09/2023,13:09,573.01,174,0,47.33,28.49,1.66,0
29/09/2023,14:09,504.01,150,0,40.48,28.62,1.52,0
29/09/2023,15:09,356.01,139,0,31.14,28.28,1.38,0
29/09/2023,16:09,199,108,0,20.38,27.47,1.31,0
29/09/2023,17:09,37,62,0,8.86,26.08,1.24,0
29/09/2023,18:09,0,0,0,0,24.18,1.17,0
29/09/2023,19:09,0,0,0,0,22.34,1.17,0
29/09/2023,20:09,0,0,0,0,20.67,1.17,0
29/09/2023,21:09,0,0,0,0,18.92,1.24,0
29/09/2023,22:09,0,0,0,0,17.6,1.24,0
29/09/2023,23:09,0,0,0,0,16.83,1.31,0
30/09/2023,00:09,0,0,0,0,16.36,1.17,0
30/09/2023,01:09,0,0,0,0,16.07,1.45,0
30/09/2023,02:09,0,0,0,0,15.63,2.28,0
30/09/2023,03:09,0,0,0,0,15.25,2.83,0
30/09/2023,04:09,0,0,0,0,14.93,3.03,0
30/09/2023,05:09,0,0,0,0,14.65,3.1,0
30/09/2023,06:09,0,0,0,0,14.29,3.24,0
30/09/2023,07:09,87,70,0,11.82,14.33,3.31,0
30/09/2023,08:09,236,120,0,23.17,18.61,3.31,0
30/09/2023,09:09,396.01,145,0,33.59,22.06,3.24,0
30/09/2023,10:09,498.01,177,0,42.33,24.28,2.9,0
30/09/2023,11:09,528.01,216,0,48.21,26.03,2.34,0
30/09/2023,12:09,474.01,262,0,49.92,27.25,2,0
30/09/2023,13:09,568.01,180,0,46.93,27.93,1.59,0
30/09/2023,14:09,500.01,154,0,40.11,28.11,1.38,0
30/09/2023,15:09,366.01,134,0,30.8,27.78,1.31,0
30/09/2023,16:09,197,108,0,20.06,26.87,1.38,0
30/09/2023,17:09,35,60,0,8.55,25.34,1.38,0
30/09/2023,18:09,0,0,0,0,23.3,1.38,0
30/09/2023,19:09,0,0,0,0,21.55,1.38,0
30/09/2023,20:09,0,0,0,0,19.66,1.45,0
30/09/2023,21:09,0,0,0,0,17.78,1.45,0
30/09/2023,22:09,0,0,0,0,16.8,1.45,0
30/09/2023,23:09,0,0,0,0,15.99,1.52,0
01/10/2023,00:09,0,0,0,0,15.4,1.38,0
01/10/2023,01:09,0,0,0,0,14.86,1.31,0
01/10/2023,02:09,0,0,0,0,14.31,2.07,0
01/10/2023,03:09,0,0,0,0,13.92,2.55,0
01/10/2023,04:09,0,0,0,0,13.5,2.55,0
01/10/2023,05:09,0,0,0,0,13.2,2.48,0
01/10/2023,06:09,0,0,0,0,12.83,2.41,0
01/10/2023,07:09,93,67,0,11.64,13.1,2.41,0
01/10/2023,08:09,243,117,0,22.96,17.81,2.55,0
01/10/2023,09:09,404.01,143,0,33.35,22.17,2.76,0
01/10/2023,10:09,497.01,181,0,42.03,24.6,2.69,0
01/10/2023,11:09,524.01,222,0,47.86,26.49,2.21,0
01/10/2023,12:09,521.01,239,0,49.53,27.81,1.86,0
01/10/2023,13:09,586.01,172,0,46.54,28.58,1.59,0
01/10/2023,14:09,507.01,152,0,39.74,28.79,1.45,0
01/10/2023,15:09,365.01,136,0,30.46,28.5,1.31,0
01/10/2023,16:09,210,100,0,19.74,27.69,1.24,0
01/10/2023,17:09,35,58,0,8.24,26.19,1.24,0
01/10/2023,18:09,0,0,0,0,24.04,1.24,0
01/10/2023,19:09,0,0,0,0,22.23,1.31,0
01/10/2023,20:09,0,0,0,0,20.07,1.38,0
01/10/2023,21:09,0,0,0,0,18.18,1.45,0
01/10/2023,22:09,0,0,0,0,17.23,1.52,0
01/10/2023,23:09,0,0,0,0,16.63,1.52,0
02/10/2023,00:09,0,0,0,0,16.06,1.38,0
02/10/2023,01:09,0,0,0,0,15.31,0.97,0
02/10/2023,02:09,0,0,0,0,14.52,1.72,0
02/10/2023,03:09,0,0,0,0,13.8,1.93,0
02/10/2023,04:09,0,0,0,0,13.24,2,0
02/10/2023,05:09,0,0,0,0,12.73,1.86,0
02/10/2023,06:09,0,0,0,0,12.41,1.79,0
02/10/2023,07:09,92,66,0,11.46,12.66,1.86,0
02/10/2023,08:09,245,113,0,22.76,17.73,2,0
02/10/2023,09:09,393.01,146,0,33.1,22.36,2.21,0
02/10/2023,10:09,511.01,169,0,41.73,24.62,2.28,0
02/10/2023,11:09,520.01,221,0,47.51,26.37,1.93,0
02/10/2023,12:09,527.01,232,0,49.14,27.62,1.59,0
02/10/2023,13:09,569.01,179,0,46.15,28.39,1.38,0
02/10/2023,14:09,501.01,152,0,39.37,28.69,1.31,0
02/10/2023,15:09,367.01,130,0,30.12,28.54,1.17,0
02/10/2023,16:09,201,101,0,19.42,27.83,1.24,0
02/10/2023,17:09,52,49,0,7.94,26.37,1.24,0
02/10/2023,18:09,0,0,0,0,24.17,1.24,0
02/10/2023,19:09,0,0,0,0,22.46,1.17,0
02/10/2023,20:09,0,0,0,0,20.2,1.24,0
02/10/2023,21:09,0,0,0,0,18.63,1.17,0
02/10/2023,22:09,0,0,0,0,17.58,1.1,0
02/10/2023,23:09,0,0,0,0,16.5,0.97,0
03/10/2023,00:09,0,0,0,0,15.67,1.03,0
03/10/2023,01:09,0,0,0,0,15.24,0,0
03/10/2023,02:09,0,0,0,0,14.85,0.9,0
03/10/2023,03:09,0,0,0,0,14.52,1.52,0
03/10/2023,04:09,0,0,0,0,14.65,2.07,0
03/10/2023,05:09,0,0,0,0,15.48,2.34,0
03/10/2023,06:09,0,0,0,0,16.31,2.41,0
03/10/2023,07:09,48,80,0,11.27,16.06,2.41,0
03/10/2023,08:09,197,134,0,22.55,20.08,2.28,0
03/10/2023,09:09,381.01,147,0,32.86,23.25,2.21,0
03/10/2023,10:09,488.01,175,0,41.44,25.55,1.79,0
03/10/2023,11:09,507.01,219,0,47.15,27.08,1.24,0
03/10/2023,12:09,525.01,223,0,48.75,28.01,1.38,0
03/10/2023,13:09,698.01,95,0,45.76,28.61,1.45,0
03/10/2023,14:09,459.01,168,0,39,28.8,1.24,0
03/10/2023,15:09,234,196,0,29.78,28.57,1.17,0
03/10/2023,16:09,184,105,0,19.11,28.07,1.24,0
03/10/2023,17:09,44,49,0,7.64,26.91,1.24,0
03/10/2023,18:09,0,0,0,0,25.25,1.17,0
03/10/2023,19:09,0,0,0,0,23.34,1.17,0
03/10/2023,20:09,0,0,0,0,21.18,1.1,0
03/10/2023,21:09,0,0,0,0,19.76,1.03,0
03/10/2023,22:09,0,0,0,0,18.88,1.1,0
03/10/2023,23:09,0,0,0,0,17.88,1.17,0
04/10/2023,00:09,0,0,0,0,17.09,0.97,0
04/10/2023,01:09,0,0,0,0,16.62,1.24,0
04/10/2023,02:09,0,0,0,0,16.06,1.59,0
04/10/2023,03:09,0,0,0,0,15.7,2,0
04/10/2023,04:09,0,0,0,0,14.88,2.41,0
04/10/2023,05:09,0,0,0,0,13.65,2.76,0
04/10/2023,06:09,0,0,0,0,13.1,2.97,0
04/10/2023,07:09,73,69,0,11.09,14.36,3.03,0
04/10/2023,08:09,221,118,0,22.34,17.2,3.03,0
04/10/2023,09:09,381.01,142,0,32.61,19.79,2.9,0
04/10/2023,10:09,471.01,179,0,41.14,22.29,2.55,0
04/10/2023,11:09,519.01,206,0,46.8,24.4,1.79,0
04/10/2023,12:09,580.01,184,0,48.36,25.87,1.59,0
04/10/2023,13:09,588.01,151,0,45.37,26.63,1.24,0
04/10/2023,14:09,458.01,162,0,38.64,26.81,1.1,0
04/10/2023,15:09,272,171,0,29.44,26.46,0.97,0
04/10/2023,16:09,121,131,0,18.79,25.6,0.9,0
04/10/2023,17:09,23,51,0,7.33,24.21,0.97,0
04/10/2023,18:09,0,0,0,0,22.43,1.03,0
04/10/2023,19:09,0,0,0,0,20.86,1.03,0
04/10/2023,20:09,0,0,0,0,19.28,1.1,0
04/10/2023,21:09,0,0,0,0,17.88,1.1,0
04/10/2023,22:09,0,0,0,0,17.21,1.24,0
04/10/2023,23:09,0,0,0,0,16.93,1.24,0
05/10/2023,00:09,0,0,0,0,16.19,1.24,0
05/10/2023,01:09,0,0,0,0,15.53,1.03,0
05/10/2023,02:09,0,0,0,0,14.15,1.72,0
05/10/2023,03:09,0,0,0,0,13.27,2.14,0
05/10/2023,04:09,0,0,0,0,12.61,2.28,0
05/10/2023,05:09,0,0,0,0,11.86,2.28,0
05/10/2023,06:09,0,0,0,0,11.4,2.28,0
05/10/2023,07:09,76,67,0,10.9,11.86,2.28,0
05/10/2023,08:09,228,114,0,22.13,16.65,2.41,0
05/10/2023,09:09,393.01,136,0,32.36,20.94,2.55,0
05/10/2023,10:09,505.01,161,0,40.84,23.61,2.34,0
05/10/2023,11:09,578.01,173,0,46.44,25.65,1.93,0
05/10/2023,12:09,597.01,176,0,47.97,27.06,1.66,0
05/10/2023,13:09,550.01,176,0,44.98,27.92,1.45,0
05/10/2023,14:09,481.01,150,0,38.27,28.23,1.45,0
05/10/2023,15:09,341.01,132,0,29.11,28,1.38,0
05/10/2023,16:09,185,98,0,18.48,27.13,1.38,0
05/10/2023,17:09,25,49,0,7.04,25.59,1.45,0
05/10/2023,18:09,0,0,0,0,23.49,1.52,0
05/10/2023,19:09,0,0,0,0,21.53,1.52,0
05/10/2023,20:09,0,0,0,0,19.41,1.52,0
05/10/2023,21:09,0,0,0,0,17.7,1.59,0
05/10/2023,22:09,0,0,0,0,16.78,1.59,0
05/10/2023,23:09,0,0,0,0,15.98,1.59,0
06/10/2023,00:09,0,0,0,0,15.08,1.45,0
06/10/2023,01:09,0,0,0,0,14.26,1.1,0
06/10/2023,02:09,0,0,0,0,13.58,1.52,0
06/10/2023,03:09,0,0,0,0,13.09,1.66,0
06/10/2023,04:09,0,0,0,0,12.71,1.93,0
06/10/2023,05:09,0,0,0,0,12.36,2.07,0
06/10/2023,06:09,0,0,0,0,12.04,2.21,0
06/10/2023,07:09,77,63,0,10.72,13.08,2.34,0
06/10/2023,08:09,231,109,0,21.92,18.2,2.62,0
06/10/2023,09:09,385.01,136,0,32.11,22.71,2.9,0
06/10/2023,10:09,515.01,149,0,40.54,24.92,2.83,0
06/10/2023,11:09,568.01,172,0,46.09,26.64,2.41,0
06/10/2023,12:09,564.01,190,0,47.58,27.76,2,0
06/10/2023,13:09,561.01,163,0,44.59,28.35,1.59,0
06/10/2023,14:09,480.01,144,0,37.91,28.46,1.38,0
06/10/2023,15:09,326.01,135,0,28.77,28.1,1.31,0
06/10/2023,16:09,224,74,0,18.16,27.01,1.38,0
06/10/2023,17:09,7,45,0,6.74,25.44,1.45,0
06/10/2023,18:09,0,0,0,0,23.63,1.52,0
06/10/2023,19:09,0,0,0,0,22.08,1.52,0
06/10/2023,20:09,0,0,0,0,20.29,1.52,0
06/10/2023,21:09,0,0,0,0,18.32,1.59,0
06/10/2023,22:09,0,0,0,0,17.23,1.59,0
06/10/2023,23:09,0,0,0,0,16.41,1.59,0
07/10/2023,00:09,0,0,0,0,15.43,1.45,0
07/10/2023,01:09,0,0,0,0,14.46,1.1,0
07/10/2023,02:09,0,0,0,0,13.66,1.93,0
07/10/2023,03:09,0,0,0,0,13.18,2.21,0
07/10/2023,04:09,0,0,0,0,12.76,2.14,0
07/10/2023,05:09,0,0,0,0,12.41,1.93,0
07/10/2023,06:09,0,0,0,0,12.02,1.79,0
07/10/2023,07:09,75,63,0,10.53,12.61,2,0
07/10/2023,08:09,227,110,0,21.7,17.3,2.34,0
07/10/2023,09:09,372.01,143,0,31.86,22.08,2.69,0
07/10/2023,10:09,478.01,172,0,40.23,24.11,2.76,0
07/10/2023,11:09,538.01,191,0,45.73,25.56,2.34,0
07/10/2023,12:09,556.01,194,0,47.19,26.56,1.79,0
07/10/2023,13:09,573.01,155,0,44.21,27.17,1.45,0
07/10/2023,14:09,480.01,143,0,37.55,27.36,1.24,0
07/10/2023,15:09,339.01,126,0,28.44,27,1.1,0
07/10/2023,16:09,170,99,0,17.85,26.04,1.1,0
07/10/2023,17:09,21,45,0,6.44,24.36,1.1,0
07/10/2023,18:09,0,0,0,0,22.31,1.17,0
07/10/2023,19:09,0,0,0,0,20.88,1.17,0
07/10/2023,20:09,0,0,0,0,19.11,1.17,0
07/10/2023,21:09,0,0,0,0,17.59,1.17,0
07/10/2023,22:09,0,0,0,0,16.85,1.17,0
07/10/2023,23:09,0,0,0,0,16.24,1.17,0
08/10/2023,00:09,0,0,0,0,15.42,1.17,0
08/10/2023,01:09,0,0,0,0,14.52,0.48,0
08/10/2023,02:09,0,0,0,0,13.95,1.1,0
08/10/2023,03:09,0,0,0,0,13.57,1.79,0
08/10/2023,04:09,0,0,0,0,13.48,2.28,0
08/10/2023,05:09,0,0,0,0,13.69,2.48,0
08/10/2023,06:09,0,0,0,0,14,2.55,0
08/10/2023,07:09,75,61,0,10.34,13.22,2.55,0
08/10/2023,08:09,216,112,0,21.49,17.05,2.48,0
08/10/2023,09:09,356.01,148,0,31.6,21.24,2.34,0
08/10/2023,10:09,497.01,154,0,39.93,23.34,2.14,0
08/10/2023,11:09,538.01,184,0,45.38,24.75,2.07,0
08/10/2023,12:09,634.01,139,0,46.81,25.69,1.66,0
08/10/2023,13:09,500.01,193,0,43.82,26.26,1.38,0
08/10/2023,14:09,418.01,174,0,37.19,26.4,1.17,0
08/10/2023,15:09,329.01,125,0,28.11,26.14,1.03,0
08/10/2023,16:09,198,79,0,17.55,25.31,0.9,0
08/10/2023,17:09,11,41,0,6.15,23.9,0.9,0
08/10/2023,18:09,0,0,0,0,21.89,0.76,0
08/10/2023,19:09,0,0,0,0,20.06,0.76,0
08/10/2023,20:09,0,0,0,0,18.71,0.76,0
08/10/2023,21:09,0,0,0,0,17.52,0.76,0
08/10/2023,22:09,0,0,0,0,16.56,0.69,0
08/10/2023,23:09,0,0,0,0,16.06,0.76,0
09/10/2023,00:09,0,0,0,0,15.59,0.62,0
09/10/2023,01:09,0,0,0,0,15.03,0.97,0
09/10/2023,02:09,0,0,0,0,13.08,1.45,0
09/10/2023,03:09,0,0,0,0,12.65,1.93,0
09/10/2023,04:09,0,0,0,0,12.41,2.28,0
09/10/2023,05:09,0,0,0,0,12.35,2.48,0
09/10/2023,06:09,0,0,0,0,12.58,2.62,0
09/10/2023,07:09,73,59,0,10.14,13.39,2.62,0
09/10/2023,08:09,219,108,0,21.27,15.11,2.62,0
09/10/2023,09:09,368.01,138,0,31.35,17.77,2.62,0
09/10/2023,10:09,475.01,165,0,39.63,20.2,2.28,0
09/10/2023,11:09,545.01,178,0,45.03,22.01,1.79,0
09/10/2023,12:09,543.01,192,0,46.42,23.07,1.66,0
09/10/2023,13:09,558.01,154,0,43.44,23.86,1.31,0
09/10/2023,14:09,475.01,136,0,36.83,24.12,1.17,0
09/10/2023,15:09,338.01,117,0,27.78,23.99,1.03,0
09/10/2023,16:09,160,96,0,17.24,23.11,1.03,0
09/10/2023,17:09,15,40,0,5.86,21.74,0.9,0
09/10/2023,18:09,0,0,0,0,20.06,0.9,0
09/10/2023,19:09,0,0,0,0,18.87,0.9,0
09/10/2023,20:09,0,0,0,0,17.61,0.9,0
09/10/2023,21:09,0,0,0,0,16.15,0.9,0
09/10/2023,22:09,0,0,0,0,15.22,0.83,0
09/10/2023,23:09,0,0,0,0,14.71,0.83,0
10/10/2023,00:09,0,0,0,0,13.85,0.69,0
10/10/2023,01:09,0,0,0,0,13.22,0.83,0
10/10/2023,02:09,0,0,0,0,12.44,1.24,0
10/10/2023,03:09,0,0,0,0,12.16,1.52,0
10/10/2023,04:09,0,0,0,0,11.77,1.59,0
10/10/2023,05:09,0,0,0,0,11.89,1.66,0
10/10/2023,06:09,0,0,0,0,11.81,1.72,0
10/10/2023,07:09,73,58,0,9.95,12.39,1.79,0
10/10/2023,08:09,218,108,0,21.05,14.21,1.86,0
10/10/2023,09:09,375.01,133,0,31.09,17.08,1.93,0
10/10/2023,10:09,485.01,158,0,39.32,19.5,1.93,0
10/10/2023,11:09,546.01,176,0,44.67,21.38,1.72,0
10/10/2023,12:09,532.01,198,0,46.04,22.79,1.52,0
10/10/2023,13:09,547.01,160,0,43.06,23.77,1.31,0
10/10/2023,14:09,474.01,135,0,36.48,24.15,1.17,0
10/10/2023,15:09,337.01,115,0,27.45,24.13,1.1,0
10/10/2023,16:09,168,89,0,16.94,23.53,0.97,0
10/10/2023,17:09,15,33.72,0,5.57,22.31,0.83,0
10/10/2023,18:09,0,0,0,0,20.54,0.76,0
10/10/2023,19:09,0,0,0,0,18.81,0.76,0
10/10/2023,20:09,0,0,0,0,17.53,0.83,0
10/10/2023,21:09,0,0,0,0,16.38,0.76,0
10/10/2023,22:09,0,0,0,0,15.32,0.76,0
10/10/2023,23:09,0,0,0,0,14.77,0.69,0
11/10/2023,00:09,0,0,0,0,14.53,0.62,0
11/10/2023,01:09,0,0,0,0,13.55,0.34,0
11/10/2023,02:09,0,0,0,0,12.9,0.62,0
11/10/2023,03:09,0,0,0,0,12.31,1.03,0
11/10/2023,04:09,0,0,0,0,11.97,1.17,0
11/10/2023,05:09,0,0,0,0,11.83,1.31,0
11/10/2023,06:09,0,0,0,0,12.04,1.38,0
11/10/2023,07:09,75,55,0,9.76,12.55,1.52,0
11/10/2023,08:09,223,102,0,20.83,15.29,1.52,0
11/10/2023,09:09,378.01,128,0,30.83,18.39,1.45,0
11/10/2023,10:09,490.01,151,0,39.02,20.71,1.31,0
11/10/2023,11:09,573.01,156,0,44.32,22.4,1.24,0
11/10/2023,12:09,558.01,178,0,45.66,23.73,1.03,0
11/10/2023,13:09,541.01,160,0,42.68,24.58,0.83,0
11/10/2023,14:09,459.01,140,0,36.12,24.93,0.83,0
11/10/2023,15:09,331.01,115,0,27.13,24.8,0.9,0
11/10/2023,16:09,160,90,0,16.64,24.21,0.9,0
11/10/2023,17:09,12,32.58,0,5.29,23.1,0.9,0
